"id","code","name","level_id","parent_id","path"
1,NULL,"Kenya",1,NULL,NULL
15,NULL,"Kitui",2,1,"1."
23,NULL,"Turkana",2,1,"1."
43,NULL,"Homa Bay",2,1,"1."
67,NULL,"Mwingi North",3,15,"1.15."
68,NULL,"Mwingi West",3,15,"1.15."
69,NULL,"Mwingi Central",3,15,"1.15."
70,NULL,"Kitui West",3,15,"1.15."
71,NULL,"Kitui Rural",3,15,"1.15."
72,NULL,"Kitui Central",3,15,"1.15."
73,NULL,"Kitui East",3,15,"1.15."
74,NULL,"Kitui South",3,15,"1.15."
123,NULL,"Turkana north",3,23,"1.23."
124,NULL,"Turkana west",3,23,"1.23."
125,NULL,"Turkana central",3,23,"1.23."
126,NULL,"Loima",3,23,"1.23."
127,NULL,"Turkana south",3,23,"1.23."
128,NULL,"Turkana east",3,23,"1.23."
245,NULL,"Kasipul",3,43,"1.43."
246,NULL,"Kabondo Kasipul",3,43,"1.43."
247,NULL,"Karachuonyo",3,43,"1.43."
248,NULL,"Rangwe",3,43,"1.43."
249,NULL,"Homa Bay Town",3,43,"1.43."
250,NULL,"Ndhiwa",3,43,"1.43."
251,NULL,"Suba North",3,43,"1.43."
252,NULL,"Suba South",3,43,"1.43."
331,NULL,"Ngomeni",4,67,"1.15.67."
332,NULL,"Kyuso",4,67,"1.15.67."
333,NULL,"Mumoni",4,67,"1.15.67."
334,NULL,"Tseikuru",4,67,"1.15.67."
335,NULL,"Tharaka",4,67,"1.15.67."
336,NULL,"Kyome/Thaana",4,68,"1.15.68."
337,NULL,"Nguutani",4,68,"1.15.68."
338,NULL,"Migwani",4,68,"1.15.68."
339,NULL,"Kiomo/Kyethani",4,68,"1.15.68."
340,NULL,"Central",4,69,"1.15.69."
341,NULL,"Kivou",4,69,"1.15.69."
342,NULL,"Nguni",4,69,"1.15.69."
343,NULL,"Nuu",4,69,"1.15.69."
344,NULL,"Mui",4,69,"1.15.69."
345,NULL,"Waita",4,69,"1.15.69."
346,NULL,"Mutonguni",4,70,"1.15.70."
347,NULL,"Kauwi",4,70,"1.15.70."
348,NULL,"Matinyani",4,70,"1.15.70."
349,NULL,"Kwa Mutonga/Kithumula",4,70,"1.15.70."
350,NULL,"Kisasi",4,71,"1.15.71."
351,NULL,"Mbitini",4,71,"1.15.71."
352,NULL,"Kwavonza/Yatta",4,71,"1.15.71."
353,NULL,"Kanyangi",4,71,"1.15.71."
354,NULL,"Miambani",4,72,"1.15.72."
355,NULL,"Township",4,72,"1.15.72."
356,NULL,"Kyangwithya West",4,72,"1.15.72."
357,NULL,"Mulango",4,72,"1.15.72."
358,NULL,"Kyangwithya East",4,72,"1.15.72."
359,NULL,"Zombe/Mwitika",4,73,"1.15.73."
360,NULL,"Nzambani",4,73,"1.15.73."
361,NULL,"Chuluni",4,73,"1.15.73."
362,NULL,"Voo/Kyamatu",4,73,"1.15.73."
363,NULL,"Endau/Malalani",4,73,"1.15.73."
364,NULL,"Mutito/Kaliku",4,73,"1.15.73."
365,NULL,"Ikanga/Kyatune",4,74,"1.15.74."
366,NULL,"Mutomo",4,74,"1.15.74."
367,NULL,"Mutha",4,74,"1.15.74."
368,NULL,"Ikutha",4,74,"1.15.74."
369,NULL,"Kanziko",4,74,"1.15.74."
370,NULL,"Athi",4,74,"1.15.74."
611,NULL,"Kaeris",4,123,"1.23.123."
612,NULL,"Lake zone",4,123,"1.23.123."
613,NULL,"Lapur",4,123,"1.23.123."
614,NULL,"Kaaleng/Kaikor",4,123,"1.23.123."
615,NULL,"Kibish",4,123,"1.23.123."
616,NULL,"Nakalale",4,123,"1.23.123."
617,NULL,"Kakuma",4,124,"1.23.124."
618,NULL,"Lopur",4,124,"1.23.124."
619,NULL,"Letea",4,124,"1.23.124."
620,NULL,"Songot",4,124,"1.23.124."
621,NULL,"Kalobeyei",4,124,"1.23.124."
622,NULL,"Lokichoggio",4,124,"1.23.124."
623,NULL,"Nanaam",4,124,"1.23.124."
624,NULL,"Kerio delta",4,125,"1.23.125."
625,NULL,"Kang'atotha",4,125,"1.23.125."
626,NULL,"Kalokol",4,125,"1.23.125."
627,NULL,"Lodwar township",4,125,"1.23.125."
628,NULL,"Kanamkemer",4,125,"1.23.125."
629,NULL,"Kotaruk/lobei",4,126,"1.23.126."
630,NULL,"Turkwel",4,126,"1.23.126."
631,NULL,"Loima",4,126,"1.23.126."
632,NULL,"Lokiriama/lorengippi",4,126,"1.23.126."
633,NULL,"Kaputir",4,127,"1.23.127."
634,NULL,"Katilu",4,127,"1.23.127."
635,NULL,"Lobokat",4,127,"1.23.127."
636,NULL,"Kalapata",4,127,"1.23.127."
637,NULL,"Lokichar",4,127,"1.23.127."
638,NULL,"Kapedo/napeitom",4,128,"1.23.128."
639,NULL,"Katilia",4,128,"1.23.128."
640,NULL,"Lokori/kochodin",4,128,"1.23.128."
1221,NULL,"West Kasipul",4,245,"1.43.245."
1222,NULL,"South Kasipul",4,245,"1.43.245."
1223,NULL,"Central Kasipul",4,245,"1.43.245."
1224,NULL,"East Kamagak",4,245,"1.43.245."
1225,NULL,"West Kamagak",4,245,"1.43.245."
1226,NULL,"Kabondo East",4,246,"1.43.246."
1227,NULL,"Kabondo West",4,246,"1.43.246."
1228,NULL,"Kokwanyo/Kakelo",4,246,"1.43.246."
1229,NULL,"Kojwach",4,246,"1.43.246."
1230,NULL,"West Karachuonyo",4,247,"1.43.247."
1231,NULL,"North Karachuonyo",4,247,"1.43.247."
1232,NULL,"Central",4,247,"1.43.247."
1233,NULL,"Kanyaluo",4,247,"1.43.247."
1234,NULL,"Kibiri",4,247,"1.43.247."
1235,NULL,"Wangchieng",4,247,"1.43.247."
1236,NULL,"Kendu Bay Town",4,247,"1.43.247."
1237,NULL,"West Gem",4,248,"1.43.248."
1238,NULL,"East Gem",4,248,"1.43.248."
1239,NULL,"Kagan",4,248,"1.43.248."
1240,NULL,"Kochia",4,248,"1.43.248."
1241,NULL,"Homa Bay Central",4,249,"1.43.249."
1242,NULL,"Homa Bay Arujo",4,249,"1.43.249."
1243,NULL,"Homa Bay West",4,249,"1.43.249."
1244,NULL,"Homa Bay East",4,249,"1.43.249."
1245,NULL,"Kwabwai",4,250,"1.43.250."
1246,NULL,"Kanyadoto",4,250,"1.43.250."
1247,NULL,"Kanyikela",4,250,"1.43.250."
1248,NULL,"Kabuoch North",4,250,"1.43.250."
1249,NULL,"Kabuoch South/Pala",4,250,"1.43.250."
1250,NULL,"Kanyamwa Kologi",4,250,"1.43.250."
1251,NULL,"Kanyamwa Kosewe",4,250,"1.43.250."
1252,NULL,"Mfangano Island",4,251,"1.43.251."
1253,NULL,"Rusinga Island",4,251,"1.43.251."
1254,NULL,"Kasgunga",4,251,"1.43.251."
1255,NULL,"Gembe",4,251,"1.43.251."
1256,NULL,"Lambwe",4,251,"1.43.251."
1257,NULL,"Gwassi South",4,252,"1.43.252."
1258,NULL,"Gwassi North",4,252,"1.43.252."
1259,NULL,"Kaksingri West",4,252,"1.43.252."
1260,NULL,"Ruma-Kaksingri",4,252,"1.43.252."
50142,NULL,"Mumbo",5,1251,"1.43.250.1251."
50143,NULL,"Mumbuni",5,351,"1.15.71.351."
50144,NULL,"Mumau",5,1258,"1.43.252.1258."
50145,NULL,"Mumbuni",5,338,"1.15.68.338."
50146,NULL,"Mumbuni",5,337,"1.15.68.337."
50147,NULL,"Mumbuni",5,349,"1.15.70.349."
50148,NULL,"Mumbuni",5,346,"1.15.70.346."
50149,NULL,"Mumbuni",5,360,"1.15.73.360."
50150,NULL,"Mumbuni",5,354,"1.15.72.354."
50151,NULL,"Mumbuni",5,355,"1.15.72.355."
50152,NULL,"Mumbuni",5,361,"1.15.73.361."
50153,NULL,"Mumbuni",5,370,"1.15.74.370."
50154,NULL,"Mumilo",5,370,"1.15.74.370."
50155,NULL,"Mumoyo",5,1258,"1.43.252.1258."
50156,NULL,"Mulutu",5,356,"1.15.72.356."
50157,NULL,"Mumisa",5,1258,"1.43.252.1258."
50158,NULL,"Mumbuni",5,358,"1.15.72.358."
50159,NULL,"Muluti",5,351,"1.15.71.351."
50160,NULL,"Mulughala",5,1252,"1.43.251.1252."
50161,NULL,"Mulungu Muvyu",5,348,"1.15.70.348."
50162,NULL,"Mulinde",5,334,"1.15.67.334."
50163,NULL,"Muna",5,336,"1.15.68.336."
50164,NULL,"Mulinde",5,342,"1.15.69.342."
50165,NULL,"Mulinduko",5,346,"1.15.70.346."
50166,NULL,"Muliswa",5,340,"1.15.69.340."
50167,NULL,"Mulonge",5,354,"1.15.72.354."
50168,NULL,"Mulongolo",5,345,"1.15.69.345."
50169,NULL,"Muloso",5,350,"1.15.71.350."
50170,NULL,"Muluka",5,360,"1.15.73.360."
50171,NULL,"Mulukya",5,348,"1.15.70.348."
50172,NULL,"Mulukya",5,352,"1.15.71.352."
50173,NULL,"Mululi",5,337,"1.15.68.337."
50174,NULL,"Mululu",5,340,"1.15.69.340."
50175,NULL,"Mululuni",5,336,"1.15.68.336."
50176,NULL,"Mulundi",5,332,"1.15.67.332."
50177,NULL,"Mulundini",5,358,"1.15.72.358."
50178,NULL,"Mulungi",5,354,"1.15.72.354."
50179,NULL,"Mulusara",5,1258,"1.43.252.1258."
50180,NULL,"Muna",5,345,"1.15.69.345."
50181,NULL,"Munyuki",5,347,"1.15.70.347."
50182,NULL,"Munandani",5,353,"1.15.71.353."
50183,NULL,"Munyiiki",5,352,"1.15.71.352."
50184,NULL,"Munyinginyi",5,331,"1.15.67.331."
50185,NULL,"Munyini",5,346,"1.15.70.346."
50186,NULL,"Munyumbuni",5,345,"1.15.69.345."
50187,NULL,"Munyuni",5,336,"1.15.68.336."
50188,NULL,"Munyuni",5,344,"1.15.69.344."
50189,NULL,"Munyuni",5,362,"1.15.73.362."
50190,NULL,"Munyenze",5,332,"1.15.67.332."
50191,NULL,"Munyuni",5,359,"1.15.73.359."
50192,NULL,"Munyuu",5,331,"1.15.67.331."
50193,NULL,"Mura",5,335,"1.15.67.335."
50194,NULL,"Muriciani",5,335,"1.15.67.335."
50195,NULL,"Muringani",5,331,"1.15.67.331."
50196,NULL,"Muruana",5,345,"1.15.69.345."
50197,NULL,"Muruarengan",5,611,"1.23.123.611."
50198,NULL,"Muliluni",5,352,"1.15.71.352."
50199,NULL,"Munyuni",5,366,"1.15.74.366."
50200,NULL,"Munyange",5,338,"1.15.68.338."
50201,NULL,"Munsuro",5,1258,"1.43.252.1258."
50202,NULL,"Munou",5,344,"1.15.69.344."
50203,NULL,"Munandani",5,352,"1.15.71.352."
50204,NULL,"Munathi",5,365,"1.15.74.365."
50205,NULL,"Munathini",5,370,"1.15.74.370."
50206,NULL,"Munga",5,342,"1.15.69.342."
50207,NULL,"Munga",5,1245,"1.43.250.1245."
50208,NULL,"Mungalu",5,337,"1.15.68.337."
50209,NULL,"Mungalu",5,364,"1.15.73.364."
50210,NULL,"Mungaluni",5,366,"1.15.74.366."
50211,NULL,"Munganga",5,354,"1.15.72.354."
50212,NULL,"Mungatu",5,370,"1.15.74.370."
50213,NULL,"Mungeto",5,366,"1.15.74.366."
50214,NULL,"Mungoa",5,332,"1.15.67.332."
50215,NULL,"Mungunguthe",5,347,"1.15.70.347."
50216,NULL,"Munguni",5,370,"1.15.74.370."
50217,NULL,"Mungwuni",5,335,"1.15.67.335."
50218,NULL,"Muninani",5,363,"1.15.73.363."
50219,NULL,"Munoi",5,615,"1.23.123.615."
50220,NULL,"Munakathi",5,340,"1.15.69.340."
50221,NULL,"Muliluni",5,339,"1.15.68.339."
50222,NULL,"Mukambu",5,352,"1.15.71.352."
50223,NULL,"Mulili",5,350,"1.15.71.350."
50224,NULL,"Mukeke",5,343,"1.15.69.343."
50225,NULL,"Mukekeni",5,333,"1.15.67.333."
50226,NULL,"Mukekeni",5,334,"1.15.67.334."
50227,NULL,"Mukelenzuni",5,352,"1.15.71.352."
50228,NULL,"Mukende",5,1258,"1.43.252.1258."
50229,NULL,"Mukende",5,1259,"1.43.252.1259."
50230,NULL,"Mukenye",5,340,"1.15.69.340."
50231,NULL,"Mukauru",5,334,"1.15.67.334."
50232,NULL,"Mukikoma",5,1257,"1.43.252.1257."
50233,NULL,"Mukindu",5,333,"1.15.67.333."
50234,NULL,"Mukioraga A",5,1259,"1.43.252.1259."
50235,NULL,"Mukioraga B",5,1259,"1.43.252.1259."
50236,NULL,"Mukoleko",5,333,"1.15.67.333."
50237,NULL,"Mukongolo",5,339,"1.15.68.339."
50238,NULL,"Mukonzo",5,370,"1.15.74.370."
50239,NULL,"Mukooni",5,344,"1.15.69.344."
50240,NULL,"Mukimi",5,342,"1.15.69.342."
50241,NULL,"Mukauni B",5,337,"1.15.68.337."
50242,NULL,"Mukauni",5,337,"1.15.68.337."
50243,NULL,"Mukameni B",5,353,"1.15.71.353."
50244,NULL,"Muikiio A",5,365,"1.15.74.365."
50245,NULL,"Muikiio B",5,365,"1.15.74.365."
50246,NULL,"Muimi",5,336,"1.15.68.336."
50247,NULL,"Muimi",5,347,"1.15.70.347."
50248,NULL,"Muinde",5,364,"1.15.73.364."
50249,NULL,"Muini",5,360,"1.15.73.360."
50250,NULL,"Muivu",5,337,"1.15.68.337."
50251,NULL,"Mukaa",5,338,"1.15.68.338."
50252,NULL,"Mukaeni",5,351,"1.15.71.351."
50253,NULL,"Mukaini",5,351,"1.15.71.351."
50254,NULL,"Murueris",5,614,"1.23.123.614."
50255,NULL,"Mukameni",5,332,"1.15.67.332."
50256,NULL,"Mukameni",5,334,"1.15.67.334."
50257,NULL,"Mukameni",5,343,"1.15.69.343."
50258,NULL,"Mukameni",5,350,"1.15.71.350."
50259,NULL,"Mukameni",5,370,"1.15.74.370."
50260,NULL,"Mukameni A",5,353,"1.15.71.353."
50261,NULL,"Mukooni",5,354,"1.15.72.354."
50262,NULL,"Mukooni",5,357,"1.15.72.357."
50263,NULL,"Mukooni",5,363,"1.15.73.363."
50264,NULL,"Mukooni A",5,350,"1.15.71.350."
50265,NULL,"Mukutuko",5,369,"1.15.74.369."
50266,NULL,"Mukuuni",5,336,"1.15.68.336."
50267,NULL,"Mukuuni",5,343,"1.15.69.343."
50268,NULL,"Mukuvuni",5,332,"1.15.67.332."
50269,NULL,"Mukuyuni",5,347,"1.15.70.347."
50270,NULL,"Mukuyuni",5,348,"1.15.70.348."
50271,NULL,"Mukuyuni",5,346,"1.15.70.346."
50272,NULL,"Mukuyuni",5,358,"1.15.72.358."
50273,NULL,"Mukuyuni",5,354,"1.15.72.354."
50274,NULL,"Mukwanima",5,370,"1.15.74.370."
50275,NULL,"Mula Itete",5,347,"1.15.70.347."
50276,NULL,"Mulanga",5,340,"1.15.69.340."
50277,NULL,"Mulanga",5,354,"1.15.72.354."
50278,NULL,"Mulango",5,357,"1.15.72.357."
50279,NULL,"Mulangoni",5,334,"1.15.67.334."
50280,NULL,"Mulangoni",5,370,"1.15.74.370."
50281,NULL,"Mulata Utunda",5,339,"1.15.68.339."
50282,NULL,"Mukuthu",5,339,"1.15.68.339."
50283,NULL,"Mulilu",5,366,"1.15.74.366."
50284,NULL,"Mukusya",5,334,"1.15.67.334."
50285,NULL,"Mukuruni",5,335,"1.15.67.335."
50286,NULL,"Mukooni B",5,350,"1.15.71.350."
50287,NULL,"Mukoono",5,352,"1.15.71.352."
50288,NULL,"Mukothima",5,334,"1.15.67.334."
50289,NULL,"Mukribo A",5,1258,"1.43.252.1258."
50290,NULL,"Mukua Uthuku",5,365,"1.15.74.365."
50291,NULL,"Mukuku",5,353,"1.15.71.353."
50292,NULL,"Mukuku",5,354,"1.15.72.354."
50293,NULL,"Mukuku Township",5,354,"1.15.72.354."
50294,NULL,"Mukumanzia",5,332,"1.15.67.332."
50295,NULL,"Mukundaa",5,370,"1.15.74.370."
50296,NULL,"Mukundi",5,351,"1.15.71.351."
50297,NULL,"Mukunga",5,335,"1.15.67.335."
50298,NULL,"Mukungo",5,364,"1.15.73.364."
50299,NULL,"Mukuni",5,345,"1.15.69.345."
50300,NULL,"Mukuni",5,354,"1.15.72.354."
50301,NULL,"Mukuribo",5,1258,"1.43.252.1258."
50302,NULL,"Mukuribo Town",5,1258,"1.43.252.1258."
50303,NULL,"Mukusi",5,361,"1.15.73.361."
50304,NULL,"Muruu",5,340,"1.15.69.340."
50305,NULL,"Muthamo",5,346,"1.15.70.346."
50306,NULL,"Musali",5,362,"1.15.73.362."
50307,NULL,"Mutindi",5,349,"1.15.70.349."
50308,NULL,"Mutindi",5,346,"1.15.70.346."
50309,NULL,"Mutindwa",5,334,"1.15.67.334."
50310,NULL,"Mutingwa",5,332,"1.15.67.332."
50311,NULL,"Mutini",5,338,"1.15.68.338."
50312,NULL,"Mutini",5,349,"1.15.70.349."
50313,NULL,"Mutini",5,366,"1.15.74.366."
50314,NULL,"Mutinda",5,363,"1.15.73.363."
50315,NULL,"Mutini A",5,347,"1.15.70.347."
50316,NULL,"Mutiuni",5,333,"1.15.67.333."
50317,NULL,"Mutoi",5,370,"1.15.74.370."
50318,NULL,"Mutoleka",5,343,"1.15.69.343."
50319,NULL,"Mutomo",5,347,"1.15.70.347."
50320,NULL,"Mutomo Centre",5,366,"1.15.74.366."
50321,NULL,"Mutomo Shall",5,366,"1.15.74.366."
50322,NULL,"Mutomo Tship",5,366,"1.15.74.366."
50323,NULL,"Mutini B",5,347,"1.15.70.347."
50324,NULL,"Mutinda",5,331,"1.15.67.331."
50325,NULL,"Mutimbitimbi",5,357,"1.15.72.357."
50326,NULL,"Muti",5,366,"1.15.74.366."
50327,NULL,"Muthula",5,347,"1.15.70.347."
50328,NULL,"Muthumo",5,333,"1.15.67.333."
50329,NULL,"Muthumo",5,334,"1.15.67.334."
50330,NULL,"Muthuna",5,337,"1.15.68.337."
50331,NULL,"Muthungiu",5,339,"1.15.68.339."
50332,NULL,"Muthunguange",5,349,"1.15.70.349."
50333,NULL,"Muthungue",5,333,"1.15.67.333."
50334,NULL,"Muthungue",5,334,"1.15.67.334."
50335,NULL,"Muthungue",5,336,"1.15.68.336."
50336,NULL,"Muthungue",5,342,"1.15.69.342."
50337,NULL,"Muthungue",5,347,"1.15.70.347."
50338,NULL,"Muthungue",5,348,"1.15.70.348."
50339,NULL,"Muthunzuu",5,332,"1.15.67.332."
50340,NULL,"Muthunzuu",5,338,"1.15.68.338."
50341,NULL,"Muthwani",5,333,"1.15.67.333."
50342,NULL,"Muthwani",5,361,"1.15.73.361."
50343,NULL,"Muthyani",5,356,"1.15.72.356."
50344,NULL,"Mutonga A",5,349,"1.15.70.349."
50345,NULL,"Mutonga B",5,349,"1.15.70.349."
50346,NULL,"Mutongwe",5,350,"1.15.71.350."
50347,NULL,"Mutonyaitho",5,370,"1.15.74.370."
50348,NULL,"Mutulukyoani",5,368,"1.15.74.368."
50349,NULL,"Mutuluni",5,361,"1.15.73.361."
50350,NULL,"Mutuluni",5,369,"1.15.74.369."
50351,NULL,"Mutulwa Uta",5,356,"1.15.72.356."
50352,NULL,"Mutulya North",5,331,"1.15.67.331."
50353,NULL,"Mutulya South",5,331,"1.15.67.331."
50354,NULL,"Mutumbi",5,361,"1.15.73.361."
50355,NULL,"Mutune Market",5,358,"1.15.72.358."
50356,NULL,"Mutuni",5,368,"1.15.74.368."
50357,NULL,"Mututa",5,347,"1.15.70.347."
50358,NULL,"Mutuyu",5,351,"1.15.71.351."
50359,NULL,"Mutuyu",5,360,"1.15.73.360."
50360,NULL,"Mutwaani",5,338,"1.15.68.338."
50361,NULL,"Mutwaathi Center",5,338,"1.15.68.338."
50362,NULL,"Mutwakata",5,331,"1.15.67.331."
50363,NULL,"Mutwambua",5,338,"1.15.68.338."
50364,NULL,"Mutwangombe",5,345,"1.15.69.345."
50365,NULL,"Mutulukuni",5,358,"1.15.72.358."
50366,NULL,"Muthue",5,369,"1.15.74.369."
50367,NULL,"Mutulu Ndili",5,368,"1.15.74.368."
50368,NULL,"Mutulu",5,354,"1.15.72.354."
50369,NULL,"Mutonyeko",5,343,"1.15.69.343."
50370,NULL,"Mutuanyingi",5,334,"1.15.67.334."
50371,NULL,"Mutukauthau",5,334,"1.15.67.334."
50372,NULL,"Mutukya",5,354,"1.15.72.354."
50373,NULL,"Mutukya Township",5,354,"1.15.72.354."
50374,NULL,"Mutula",5,354,"1.15.72.354."
50375,NULL,"Mutula Centre",5,354,"1.15.72.354."
50376,NULL,"Mutula Township",5,354,"1.15.72.354."
50377,NULL,"Mutulani",5,362,"1.15.73.362."
50378,NULL,"Mutuletu",5,363,"1.15.73.363."
50379,NULL,"Mutulotwa",5,354,"1.15.72.354."
50380,NULL,"Mutulu",5,334,"1.15.67.334."
50381,NULL,"Mutulu",5,344,"1.15.69.344."
50382,NULL,"Mutulu",5,343,"1.15.69.343."
50383,NULL,"Mutulu",5,347,"1.15.70.347."
50384,NULL,"Mutulu",5,348,"1.15.70.348."
50385,NULL,"Mutulu",5,346,"1.15.70.346."
50386,NULL,"Mutulu",5,370,"1.15.74.370."
50387,NULL,"Musaalani",5,342,"1.15.69.342."
50388,NULL,"Muthithu",5,336,"1.15.68.336."
50389,NULL,"Muthithini",5,343,"1.15.69.343."
50390,NULL,"Musolo",5,354,"1.15.72.354."
50391,NULL,"Musoloni",5,353,"1.15.71.353."
50392,NULL,"Musonge",5,331,"1.15.67.331."
50393,NULL,"Musonoke",5,339,"1.15.68.339."
50394,NULL,"Musonoke",5,340,"1.15.69.340."
50395,NULL,"Musosya",5,333,"1.15.67.333."
50396,NULL,"Musosya",5,342,"1.15.69.342."
50397,NULL,"Musola",5,339,"1.15.68.339."
50398,NULL,"Musosya",5,353,"1.15.71.353."
50399,NULL,"Musosya",5,354,"1.15.72.354."
50400,NULL,"Musou",5,342,"1.15.69.342."
50401,NULL,"Musovo",5,342,"1.15.69.342."
50402,NULL,"Musro",5,1258,"1.43.252.1258."
50403,NULL,"Musuani",5,336,"1.15.68.336."
50404,NULL,"Musuilu",5,345,"1.15.69.345."
50405,NULL,"Musukini",5,340,"1.15.69.340."
50406,NULL,"Musosya",5,350,"1.15.71.350."
50407,NULL,"Musokani",5,344,"1.15.69.344."
50408,NULL,"Musiva",5,364,"1.15.73.364."
50409,NULL,"Musingisini",5,366,"1.15.74.366."
50410,NULL,"Musambweni",5,351,"1.15.71.351."
50411,NULL,"Musambyo",5,334,"1.15.67.334."
50412,NULL,"Musasiki",5,342,"1.15.69.342."
50413,NULL,"Musavani",5,334,"1.15.67.334."
50414,NULL,"Musavani",5,342,"1.15.69.342."
50415,NULL,"Museeni",5,365,"1.15.74.365."
50416,NULL,"Muselele",5,352,"1.15.71.352."
50417,NULL,"Muselele",5,362,"1.15.73.362."
50418,NULL,"Muselele",5,365,"1.15.74.365."
50419,NULL,"Musenga",5,340,"1.15.69.340."
50420,NULL,"Musengo",5,353,"1.15.71.353."
50421,NULL,"Musesa",5,352,"1.15.71.352."
50422,NULL,"Museve",5,358,"1.15.72.358."
50423,NULL,"Musikio",5,365,"1.15.74.365."
50424,NULL,"Musimbani",5,334,"1.15.67.334."
50425,NULL,"Musingi",5,352,"1.15.71.352."
50426,NULL,"Musingini",5,349,"1.15.70.349."
50427,NULL,"Musukini",5,344,"1.15.69.344."
50428,NULL,"Musululu",5,350,"1.15.71.350."
50429,NULL,"Mususya",5,334,"1.15.67.334."
50430,NULL,"Musuu",5,347,"1.15.70.347."
50431,NULL,"Muthaa",5,333,"1.15.67.333."
50432,NULL,"Muthaiga A",5,340,"1.15.69.340."
50433,NULL,"Muthaiga B",5,340,"1.15.69.340."
50434,NULL,"Muthaka",5,367,"1.15.74.367."
50435,NULL,"Muthale",5,346,"1.15.70.346."
50436,NULL,"Muthamba",5,342,"1.15.69.342."
50437,NULL,"Muiini",5,360,"1.15.73.360."
50438,NULL,"Mutheanzi",5,344,"1.15.69.344."
50439,NULL,"Muthi",5,347,"1.15.70.347."
50440,NULL,"Muthili",5,333,"1.15.67.333."
50441,NULL,"Muthingitho",5,361,"1.15.73.361."
50442,NULL,"Muthingitho",5,367,"1.15.74.367."
50443,NULL,"Muthingitho",5,366,"1.15.74.366."
50444,NULL,"Muthioni",5,337,"1.15.68.337."
50445,NULL,"Muthioni",5,344,"1.15.69.344."
50446,NULL,"Muthioni",5,348,"1.15.70.348."
50447,NULL,"Muthithini",5,337,"1.15.68.337."
50448,NULL,"Mutendeni",5,348,"1.15.70.348."
50449,NULL,"Muthithini",5,354,"1.15.72.354."
50450,NULL,"Mutendea",5,348,"1.15.70.348."
50451,NULL,"Mutembuka",5,345,"1.15.69.345."
50452,NULL,"Musyau",5,357,"1.15.72.357."
50453,NULL,"Musyukya",5,359,"1.15.73.359."
50454,NULL,"Mutairu",5,331,"1.15.67.331."
50455,NULL,"Mutala",5,331,"1.15.67.331."
50456,NULL,"Mutala",5,340,"1.15.69.340."
50457,NULL,"Mutalani",5,342,"1.15.69.342."
50458,NULL,"Mutalani",5,363,"1.15.73.363."
50459,NULL,"Mutalani",5,370,"1.15.74.370."
50460,NULL,"Mutalani",5,365,"1.15.74.365."
50461,NULL,"Mutambo",5,338,"1.15.68.338."
50462,NULL,"Mutambomwe",5,362,"1.15.73.362."
50463,NULL,"Mutanda",5,332,"1.15.67.332."
50464,NULL,"Mutanda",5,340,"1.15.69.340."
50465,NULL,"Mutanda",5,347,"1.15.70.347."
50466,NULL,"Mutauni",5,354,"1.15.72.354."
50467,NULL,"Muteetu",5,370,"1.15.74.370."
50468,NULL,"Mutelembu",5,346,"1.15.70.346."
50469,NULL,"Mutembuka",5,363,"1.15.73.363."
50470,NULL,"Mui",5,332,"1.15.67.332."
50471,NULL,"Morikirion",5,614,"1.23.123.614."
50472,NULL,"Mugur",5,624,"1.23.125.624."
50473,NULL,"Migaeni",5,334,"1.15.67.334."
50474,NULL,"Migango",5,1245,"1.43.250.1245."
50475,NULL,"Migera",5,1248,"1.43.250.1248."
50476,NULL,"Migoko",5,1250,"1.43.250.1250."
50477,NULL,"Migomwa",5,1233,"1.43.247.1233."
50478,NULL,"Migori",5,1231,"1.43.247.1231."
50479,NULL,"Migori",5,1251,"1.43.250.1251."
50480,NULL,"Midila",5,1245,"1.43.250.1245."
50481,NULL,"Migumo",5,1251,"1.43.250.1251."
50482,NULL,"Migwambo A",5,1245,"1.43.250.1245."
50483,NULL,"Migwambo B",5,1245,"1.43.250.1245."
50484,NULL,"Migwani Lower Town",5,338,"1.15.68.338."
50485,NULL,"Migwani Upper Town",5,338,"1.15.68.338."
50486,NULL,"Mikai",5,1228,"1.43.246.1228."
50487,NULL,"Mikame",5,333,"1.15.67.333."
50488,NULL,"Mikaoni",5,333,"1.15.67.333."
50489,NULL,"Migwa",5,1223,"1.43.245.1223."
50490,NULL,"Middle Junction",5,1254,"1.43.251.1254."
50491,NULL,"Michacha C",5,1257,"1.43.252.1257."
50492,NULL,"Michacha B",5,1257,"1.43.252.1257."
50493,NULL,"Mesilya",5,365,"1.15.74.365."
50494,NULL,"Methani",5,332,"1.15.67.332."
50495,NULL,"Metikambu",5,360,"1.15.73.360."
50496,NULL,"Metikambuu",5,361,"1.15.73.361."
50497,NULL,"Mgwera",5,1258,"1.43.252.1258."
50498,NULL,"Miaani",5,337,"1.15.68.337."
50499,NULL,"Miambani",5,339,"1.15.68.339."
50500,NULL,"Miambani",5,350,"1.15.71.350."
50501,NULL,"Miambani",5,352,"1.15.71.352."
50502,NULL,"Miambani",5,354,"1.15.72.354."
50503,NULL,"Miambani",5,364,"1.15.73.364."
50504,NULL,"Miambani",5,365,"1.15.74.365."
50505,NULL,"Miambo",5,336,"1.15.68.336."
50506,NULL,"Miangani",5,334,"1.15.67.334."
50507,NULL,"Miangeni",5,334,"1.15.67.334."
50508,NULL,"Miangeni",5,353,"1.15.71.353."
50509,NULL,"Michacha A",5,1257,"1.43.252.1257."
