county_id,county,sub_county_id,sub_county,constituency_id,constituency,wards_id,wards
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cf18d8b9-2441-456d-ae4b-472a31638c75,Ruaraka,55fb0f00-ca65-4bf9-8b9f-d64a22c04546,Ruaraka,e9f97b41-8264-40c6-b2ab-f04285802204,Korogocho
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cf18d8b9-2441-456d-ae4b-472a31638c75,Ruaraka,55fb0f00-ca65-4bf9-8b9f-d64a22c04546,Ruaraka,b036df5c-092e-402d-932a-7d496521016d,Lucky Summer
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cf18d8b9-2441-456d-ae4b-472a31638c75,Ruaraka,55fb0f00-ca65-4bf9-8b9f-d64a22c04546,Ruaraka,424fea82-35a6-4bfb-9347-08faad31020f,Mathare North
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cf18d8b9-2441-456d-ae4b-472a31638c75,Ruaraka,55fb0f00-ca65-4bf9-8b9f-d64a22c04546,Ruaraka,0cf99431-e53a-47ab-8ecb-c2ff315b57cb,Utalii
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cf18d8b9-2441-456d-ae4b-472a31638c75,Ruaraka,55fb0f00-ca65-4bf9-8b9f-d64a22c04546,Ruaraka,c727013d-59ef-449b-b18b-b9fc9a02bb33,Babandogo
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,c7dacff3-35b7-43db-93da-5a11be87ffcf,Kasarani,30ad6a8f-a5ed-4a5a-a841-f23e5a7ab436,Kasarani,de4151bf-3273-40ea-a2f7-cbb118987a23,Ruai
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,c7dacff3-35b7-43db-93da-5a11be87ffcf,Kasarani,30ad6a8f-a5ed-4a5a-a841-f23e5a7ab436,Kasarani,4bfac0f8-370c-473f-9aa4-72ab8cfccb7f,Njiru
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,c7dacff3-35b7-43db-93da-5a11be87ffcf,Kasarani,30ad6a8f-a5ed-4a5a-a841-f23e5a7ab436,Kasarani,cee0d4ff-4adb-4efa-98d3-b83729bdc2be,Kasarani
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,c7dacff3-35b7-43db-93da-5a11be87ffcf,Kasarani,30ad6a8f-a5ed-4a5a-a841-f23e5a7ab436,Kasarani,15f19b07-8922-4760-a497-0d5f91425e6c,Mwiki
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,c7dacff3-35b7-43db-93da-5a11be87ffcf,Kasarani,30ad6a8f-a5ed-4a5a-a841-f23e5a7ab436,Kasarani,f95bb3bf-3b63-4817-bad4-0c359f55bb5b,Clay City
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,87d66c18-94c4-472d-9bbe-5a33c1ab559a,Roysambu,910d6710-7764-4cbd-a101-4cb62ed7da2a,Roysambu,051680da-4f94-423c-a4d5-52b2f50f2e57,Kahawa
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,87d66c18-94c4-472d-9bbe-5a33c1ab559a,Roysambu,910d6710-7764-4cbd-a101-4cb62ed7da2a,Roysambu,8340b8d4-d501-48a2-867e-20e84587d0c8,Roysambu
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,87d66c18-94c4-472d-9bbe-5a33c1ab559a,Roysambu,910d6710-7764-4cbd-a101-4cb62ed7da2a,Roysambu,05c0fa0d-0adb-43f5-a08e-42f02bbd2a65,Zimmerman
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,87d66c18-94c4-472d-9bbe-5a33c1ab559a,Roysambu,910d6710-7764-4cbd-a101-4cb62ed7da2a,Roysambu,65b559b4-4e63-4611-9e2e-befdbccd6e69,Kahawa West
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,87d66c18-94c4-472d-9bbe-5a33c1ab559a,Roysambu,910d6710-7764-4cbd-a101-4cb62ed7da2a,Roysambu,68d795e5-face-433e-93a5-0ce56fa3dfa2,Githurai
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9b11af07-1723-4f92-9642-086022396272,Kibra,4a7d952d-fa03-4f9e-8576-425ee3410c24,Kibra,3f26f149-38ef-48ef-9d2d-0d3d072a664c,Sarang'ombe
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9b11af07-1723-4f92-9642-086022396272,Kibra,4a7d952d-fa03-4f9e-8576-425ee3410c24,Kibra,7b7fb7dd-2227-4aae-a5f6-9fbfa656ff22,Woodley/Kenyatta Golf Course
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9b11af07-1723-4f92-9642-086022396272,Kibra,4a7d952d-fa03-4f9e-8576-425ee3410c24,Kibra,1e52df82-37d3-4789-9ae5-68e5543c3868,Makina
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9b11af07-1723-4f92-9642-086022396272,Kibra,4a7d952d-fa03-4f9e-8576-425ee3410c24,Kibra,ed01f370-dfca-4d88-a00c-15389a4f0c16,Lindi
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9b11af07-1723-4f92-9642-086022396272,Kibra,4a7d952d-fa03-4f9e-8576-425ee3410c24,Kibra,9a4f1e53-49b5-400b-853f-5ce1ae684ac2,Laini Saba
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5685cd96-3d91-40f7-91a0-09407f3bc7b1,Langata,4a7d952d-fa03-4f9e-8576-425ee3410c24,Kibra,45347ba7-2232-4418-a05c-effbb2802e53,Nyayo Highrise
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5685cd96-3d91-40f7-91a0-09407f3bc7b1,Langata,4e283a7e-4fa4-45b0-b116-18a7ee0fbc5e,Langata,0e779190-03af-41a8-b1d3-e6461478fde1,South C
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5685cd96-3d91-40f7-91a0-09407f3bc7b1,Langata,4e283a7e-4fa4-45b0-b116-18a7ee0fbc5e,Langata,f15e579b-391c-4104-a144-55e49fc60ca1,Mugumo-ini
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5685cd96-3d91-40f7-91a0-09407f3bc7b1,Langata,4e283a7e-4fa4-45b0-b116-18a7ee0fbc5e,Langata,52ad407e-c289-4fc0-9124-a39c6f836bd2,Nairobi West
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5685cd96-3d91-40f7-91a0-09407f3bc7b1,Langata,4e283a7e-4fa4-45b0-b116-18a7ee0fbc5e,Langata,d20443ff-c06a-465b-94d3-fa4241c2a5a2,Karen
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,6587d87c-7c8e-46e2-9c77-3d648e18623e,Dagoretti South,24082345-8973-47a3-9f30-6fbc90bf3d36,Dagoretti South,39b64ada-c530-43e5-a4fa-a0792db0dfc8,Waithaka
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,6587d87c-7c8e-46e2-9c77-3d648e18623e,Dagoretti South,24082345-8973-47a3-9f30-6fbc90bf3d36,Dagoretti South,460763b5-c97e-4d25-9454-e317ec12e045,Uthiru/Ruthimitu
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,6587d87c-7c8e-46e2-9c77-3d648e18623e,Dagoretti South,24082345-8973-47a3-9f30-6fbc90bf3d36,Dagoretti South,204177a2-5603-43d5-85c4-a9d46eb0ba5b,Riruta
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,6587d87c-7c8e-46e2-9c77-3d648e18623e,Dagoretti South,24082345-8973-47a3-9f30-6fbc90bf3d36,Dagoretti South,22de9560-e23a-4a81-b7df-62ea211d1d82,Ngando
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,6587d87c-7c8e-46e2-9c77-3d648e18623e,Dagoretti South,24082345-8973-47a3-9f30-6fbc90bf3d36,Dagoretti South,0433275b-0d48-4d10-8166-6e8cd440eafd,Mutu-ini
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cfdb52e7-4f16-406a-8e2b-e305ffec71e9,Dagoretti North,24082345-8973-47a3-9f30-6fbc90bf3d36,Dagoretti South,82e59f40-c491-4e82-9d7e-a7d302493d56,Kabiro
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cfdb52e7-4f16-406a-8e2b-e305ffec71e9,Dagoretti North,34a4e679-6ec0-49b6-bac6-09620a619985,Dagoretti North,f997d968-4187-439e-a4d9-7d33a89b2052,Kileleshwa
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cfdb52e7-4f16-406a-8e2b-e305ffec71e9,Dagoretti North,34a4e679-6ec0-49b6-bac6-09620a619985,Dagoretti North,1894a824-a112-4fe3-82a2-d01ba9b9720f,Gatina
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cfdb52e7-4f16-406a-8e2b-e305ffec71e9,Dagoretti North,34a4e679-6ec0-49b6-bac6-09620a619985,Dagoretti North,91737ba9-3990-4f18-bd7c-b970973b13e3,Kawangware
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cfdb52e7-4f16-406a-8e2b-e305ffec71e9,Dagoretti North,34a4e679-6ec0-49b6-bac6-09620a619985,Dagoretti North,04aa1350-7397-4171-bc86-602d6f4b8847,Kilimani
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,49a83cf0-1067-4339-9c4a-6198c02b40e6,Westlands,b082b823-9027-4b9e-8426-bc520d90480b,Westlands,9e2ddf43-434a-44a7-95b4-6823706a1251,Mountain View
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,49a83cf0-1067-4339-9c4a-6198c02b40e6,Westlands,b082b823-9027-4b9e-8426-bc520d90480b,Westlands,36c955f8-71c0-4da0-beec-a13ae1457355,Kangemi
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,49a83cf0-1067-4339-9c4a-6198c02b40e6,Westlands,b082b823-9027-4b9e-8426-bc520d90480b,Westlands,c6e7c661-6749-4126-8b30-e97c2ab20996,Karura
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,49a83cf0-1067-4339-9c4a-6198c02b40e6,Westlands,b082b823-9027-4b9e-8426-bc520d90480b,Westlands,22e4963a-eff3-4e88-a7dd-f35c55200799,Parklands/Highridge
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,49a83cf0-1067-4339-9c4a-6198c02b40e6,Westlands,b082b823-9027-4b9e-8426-bc520d90480b,Westlands,80135209-d2f6-4511-8de1-ab023f76392d,Kitisuru
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,11078f9b-d786-42fb-a8b1-fb62a875ba26,Borabu,5c731d9a-bf28-4c1e-ad37-ca06608791b2,Borabu,5df2fc82-7f8b-4210-94fc-6e1742c3858a,Esise
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,11078f9b-d786-42fb-a8b1-fb62a875ba26,Borabu,5c731d9a-bf28-4c1e-ad37-ca06608791b2,Borabu,344700d4-03b7-4236-b08f-ec93e55f3a93,Nyansiongo
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,11078f9b-d786-42fb-a8b1-fb62a875ba26,Borabu,5c731d9a-bf28-4c1e-ad37-ca06608791b2,Borabu,ccf88acb-71b4-42b8-884d-a1f2378bb390,Kiabonyoru
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,11078f9b-d786-42fb-a8b1-fb62a875ba26,Borabu,5c731d9a-bf28-4c1e-ad37-ca06608791b2,Borabu,54051837-a5a3-448b-8a73-7b68b3fc4ffe,Mekenene
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,d4c817c1-41a8-4321-893e-868ce480d7cb,Nyamira North,562c6a82-7cb9-483c-9afa-558cf1eb608e,North Mugirango,3019fc48-16a5-4499-a530-92075289639f,Ekerenyo
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,d4c817c1-41a8-4321-893e-868ce480d7cb,Nyamira North,562c6a82-7cb9-483c-9afa-558cf1eb608e,North Mugirango,f172a6ba-cea8-4281-830d-8bb836753117,Magwagwa
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,d4c817c1-41a8-4321-893e-868ce480d7cb,Nyamira North,562c6a82-7cb9-483c-9afa-558cf1eb608e,North Mugirango,ad497a77-78aa-4b06-bef3-6623aca53b60,Bokeira
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,d4c817c1-41a8-4321-893e-868ce480d7cb,Nyamira North,562c6a82-7cb9-483c-9afa-558cf1eb608e,North Mugirango,6d84c6f9-cfe9-47ea-9981-66d0acdffd42,Bomwagamo
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,d4c817c1-41a8-4321-893e-868ce480d7cb,Nyamira North,562c6a82-7cb9-483c-9afa-558cf1eb608e,North Mugirango,e63cba8c-7bc3-4907-9673-c79566fefbc9,Itibo
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,0aaa08e7-da3d-4800-856d-6315a9881721,Nyamira,b6d8c1ed-7411-4368-8ffe-36f506064458,West Mugirango,39046919-0756-45c4-a84d-fdb584885ee5,Township
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,0aaa08e7-da3d-4800-856d-6315a9881721,Nyamira,b6d8c1ed-7411-4368-8ffe-36f506064458,West Mugirango,88aae893-7595-4bbb-9db6-6de6fbc5ec32,Bonyamatuta
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,0aaa08e7-da3d-4800-856d-6315a9881721,Nyamira,b6d8c1ed-7411-4368-8ffe-36f506064458,West Mugirango,bcc938fa-a6b8-48f7-9bae-8e3bcbb9b945,Bosamaro
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,0aaa08e7-da3d-4800-856d-6315a9881721,Nyamira,b6d8c1ed-7411-4368-8ffe-36f506064458,West Mugirango,c2529cb3-3c23-40d1-91df-716a161a29ff,Bogichora
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,0aaa08e7-da3d-4800-856d-6315a9881721,Nyamira,b6d8c1ed-7411-4368-8ffe-36f506064458,West Mugirango,9be5a8eb-dbef-4fd1-8d32-e9fd5d6332d9,Nyamaiya
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,5a1e80ac-23ed-46df-8e82-296aa9ad120a,Masaba North,3a44fe4e-3974-43d0-8432-95b667841201,Kitutu Masaba,760d8492-c3b3-482a-9795-2b574ef2adce,Gesima
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,2e44a873-f0b4-471e-a39c-9ad12aaaa0ce,Manga,3a44fe4e-3974-43d0-8432-95b667841201,Kitutu Masaba,fb9c4ff1-9785-4320-82ba-1003e027a9a8,Manga
bbc8803a-7d6f-411a-96f3-5f8472b40405,Nyamira,2e44a873-f0b4-471e-a39c-9ad12aaaa0ce,Manga,3a44fe4e-3974-43d0-8432-95b667841201,Kitutu Masaba,dd41a410-77b9-4b6e-a90a-73b2a51d558c,Magombo
