county_id,county,sub_county_id,sub_county,constituency_id,constituency,wards_id,wards
4c6396a2-b23a-436a-a457-50e29a7eec6f,Garissa,6f8fa94e-af20-4031-88ce-768b623074bf,Dadaab Refugee Camp,0e4f8879-887e-47e2-aff0-8fbd4ac8a7ad,Daadab,4887852a-7af1-49f9-9c88-bb831eda27e1,Ifo
4c6396a2-b23a-436a-a457-50e29a7eec6f,Garissa,6f8fa94e-af20-4031-88ce-768b623074bf,Dadaab Refugee Camp,0e4f8879-887e-47e2-aff0-8fbd4ac8a7ad,Daadab,c5cadc7f-c41d-4587-80d0-6df12d6325da,Dagahaley
4c6396a2-b23a-436a-a457-50e29a7eec6f,Garissa,6f8fa94e-af20-4031-88ce-768b623074bf,Dadaab Refugee Camp,0e4f8879-887e-47e2-aff0-8fbd4ac8a7ad,Daadab,1ac51a10-dfbe-459d-b7d4-1cf19d458804,Hagadera Camp
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,d0ad5d38-6f79-4af4-8cc2-c1a4df733537,Mathare,84192978-5ee8-4b64-b891-10ca6ae28935,Mathare,850578ad-cdd3-4fe0-87ea-1f42244825b8,Kiamaiko
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,d0ad5d38-6f79-4af4-8cc2-c1a4df733537,Mathare,84192978-5ee8-4b64-b891-10ca6ae28935,Mathare,63dcde2a-e59f-41b3-bf1a-771b39f86fde,Mlango Kubwa
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,d0ad5d38-6f79-4af4-8cc2-c1a4df733537,Mathare,84192978-5ee8-4b64-b891-10ca6ae28935,Mathare,1004ee27-ad8c-4c0b-9142-d2406b714a2a,Ngei
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,d0ad5d38-6f79-4af4-8cc2-c1a4df733537,Mathare,84192978-5ee8-4b64-b891-10ca6ae28935,Mathare,193cb7ad-2fb1-4a5b-89e3-c53618d3df31,Huruma
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,d0ad5d38-6f79-4af4-8cc2-c1a4df733537,Mathare,84192978-5ee8-4b64-b891-10ca6ae28935,Mathare,a124e875-c3c7-4154-8975-af5bcb49989d,Mabatini
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,d0ad5d38-6f79-4af4-8cc2-c1a4df733537,Mathare,84192978-5ee8-4b64-b891-10ca6ae28935,Mathare,d180c2b0-39fa-4621-9f29-4e923fdf91f3,Hospital
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cb0c72ec-638a-49db-937e-cdcc0b5ef94e,Starehe,18a1caa1-5f6b-4e8d-a4ca-8c8c59664a3a,Starehe,06e4c090-f1bd-4eb4-ab56-e97dd3ef2248,Nairobi South
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cb0c72ec-638a-49db-937e-cdcc0b5ef94e,Starehe,18a1caa1-5f6b-4e8d-a4ca-8c8c59664a3a,Starehe,6474d1c3-d09c-4abc-b321-8c252c0db500,Landimawe
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cb0c72ec-638a-49db-937e-cdcc0b5ef94e,Starehe,18a1caa1-5f6b-4e8d-a4ca-8c8c59664a3a,Starehe,2e4ec5ba-9ba7-4ccc-89bb-52ac2e8432c5,Ziwani/Kariokor
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cb0c72ec-638a-49db-937e-cdcc0b5ef94e,Starehe,18a1caa1-5f6b-4e8d-a4ca-8c8c59664a3a,Starehe,d6c5e54b-2cd8-484a-bca5-b774fe997b66,Pangani
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cb0c72ec-638a-49db-937e-cdcc0b5ef94e,Starehe,18a1caa1-5f6b-4e8d-a4ca-8c8c59664a3a,Starehe,603c817b-f2ac-4bcf-bb66-eae5c940432a,Ngara
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,cb0c72ec-638a-49db-937e-cdcc0b5ef94e,Starehe,18a1caa1-5f6b-4e8d-a4ca-8c8c59664a3a,Starehe,bf914a65-a9e7-474f-82c2-e2dcf30c0cee,Nairobi Central
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5f9ed60d-ad45-42ec-a84e-77095943d653,Kamukunji,2c2ef38b-6894-4a96-9d56-2762d0e2be8c,Kamukunji,2b99a17b-08d6-4cc1-982c-72261e4c6ede,California
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5f9ed60d-ad45-42ec-a84e-77095943d653,Kamukunji,2c2ef38b-6894-4a96-9d56-2762d0e2be8c,Kamukunji,bc1bdf09-93d7-4e32-b236-a881608a4ce1,Airbase
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5f9ed60d-ad45-42ec-a84e-77095943d653,Kamukunji,2c2ef38b-6894-4a96-9d56-2762d0e2be8c,Kamukunji,7cfed41f-a223-4c73-b826-fa3ffbc6735e,Eastleigh South
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5f9ed60d-ad45-42ec-a84e-77095943d653,Kamukunji,2c2ef38b-6894-4a96-9d56-2762d0e2be8c,Kamukunji,509e46e4-b6b7-44ec-87ea-fa581d094094,Eastleigh North
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,5f9ed60d-ad45-42ec-a84e-77095943d653,Kamukunji,2c2ef38b-6894-4a96-9d56-2762d0e2be8c,Kamukunji,5d46a940-c190-44e9-bbbb-47ae3dcfbc15,Pumwani
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,dbb89595-461e-4259-9310-16aaca5e79e3,Makadara,52bf1634-ce80-460e-9d40-9fd9a7bae3b5,Makadara,d90bcf2a-41cd-49e0-88e8-c13649a7e1af,Makongeni
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,dbb89595-461e-4259-9310-16aaca5e79e3,Makadara,52bf1634-ce80-460e-9d40-9fd9a7bae3b5,Makadara,74c328e9-d3ad-47f6-81f6-e58a5b8a3288,Harambee
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,dbb89595-461e-4259-9310-16aaca5e79e3,Makadara,52bf1634-ce80-460e-9d40-9fd9a7bae3b5,Makadara,fdcbf04e-5f8a-4e52-bb66-43b7d4a45028,Viwandani
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,dbb89595-461e-4259-9310-16aaca5e79e3,Makadara,52bf1634-ce80-460e-9d40-9fd9a7bae3b5,Makadara,3dd6e0c9-e74b-49c3-8bf4-879f49a0128a,Maringo/Hamza
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,fc16aa27-1ae6-46b2-a6fb-5b711d1c2266,Embakasi West,30f1fd5b-30f7-4161-805d-0ca15839a259,Embakasi West,44e82569-636e-4eac-b4b6-0ae5caeb60da,Kariobangi South
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,fc16aa27-1ae6-46b2-a6fb-5b711d1c2266,Embakasi West,30f1fd5b-30f7-4161-805d-0ca15839a259,Embakasi West,468997b8-4727-4f79-9f36-91b07cab8f90,Mowlem
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,fc16aa27-1ae6-46b2-a6fb-5b711d1c2266,Embakasi West,30f1fd5b-30f7-4161-805d-0ca15839a259,Embakasi West,98607657-d6e2-4d46-98f7-0921c43202dd,Umoja II
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,fc16aa27-1ae6-46b2-a6fb-5b711d1c2266,Embakasi West,30f1fd5b-30f7-4161-805d-0ca15839a259,Embakasi West,f20e6dee-3f86-4653-9cd2-29e6d39abce5,Umoja I
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9c1c66b6-f46c-4bfd-bb84-720c9b36e81c,Embakasi East,c35daa28-0959-4057-8a45-840cb22cc6c7,Embakasi East,83b801fa-b213-4fa8-af99-eb213f197868,Mihango
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9c1c66b6-f46c-4bfd-bb84-720c9b36e81c,Embakasi East,c35daa28-0959-4057-8a45-840cb22cc6c7,Embakasi East,c305a61f-f19f-4591-bb67-f246434bc2e5,Utawala
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9c1c66b6-f46c-4bfd-bb84-720c9b36e81c,Embakasi East,c35daa28-0959-4057-8a45-840cb22cc6c7,Embakasi East,3a20781c-0813-4da0-a8fd-b9f84de01bea,Embakasi
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9c1c66b6-f46c-4bfd-bb84-720c9b36e81c,Embakasi East,c35daa28-0959-4057-8a45-840cb22cc6c7,Embakasi East,1d5e790e-0ba7-4ef6-90df-612bf6b304db,Lower Savannah
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,9c1c66b6-f46c-4bfd-bb84-720c9b36e81c,Embakasi East,c35daa28-0959-4057-8a45-840cb22cc6c7,Embakasi East,1f1ec55a-c338-4be7-ad62-65c25696da10,Upper Savannah
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,ff16077d-5b4a-45df-b661-2c73001d2be1,Embakasi Central,57cd5315-95fd-484e-9fef-1d7fd836f567,Embakasi Central,86d322b9-e506-4c04-8a04-c5c1ad160b9f,Matopeni/Spring Valley
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,ff16077d-5b4a-45df-b661-2c73001d2be1,Embakasi Central,57cd5315-95fd-484e-9fef-1d7fd836f567,Embakasi Central,b3bc3e4b-e663-4e5a-b9da-a0626f971a64,Komarock
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,ff16077d-5b4a-45df-b661-2c73001d2be1,Embakasi Central,57cd5315-95fd-484e-9fef-1d7fd836f567,Embakasi Central,4531b368-d8bf-4018-a9ee-887edff5af94,Kayole South
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,ff16077d-5b4a-45df-b661-2c73001d2be1,Embakasi Central,57cd5315-95fd-484e-9fef-1d7fd836f567,Embakasi Central,75c52e55-2881-44c9-be6d-9ce143499f6e,Kayole Central
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,ff16077d-5b4a-45df-b661-2c73001d2be1,Embakasi Central,57cd5315-95fd-484e-9fef-1d7fd836f567,Embakasi Central,bc1ef335-7ed5-4e81-8e6c-d25d56e9a4f2,Kayole North
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,03af81a7-faf0-4d35-b4b9-76f489905ddb,Embakasi North,7ccb935b-95a5-41ca-ba63-0be4bdc6a100,Embakasi North,6599e023-f5f7-41a5-977e-f500814d5510,Dandora Area Iv
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,03af81a7-faf0-4d35-b4b9-76f489905ddb,Embakasi North,7ccb935b-95a5-41ca-ba63-0be4bdc6a100,Embakasi North,7ec53156-9eb7-484a-a326-bae7bfb1a41e,Dandora Area III
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,03af81a7-faf0-4d35-b4b9-76f489905ddb,Embakasi North,7ccb935b-95a5-41ca-ba63-0be4bdc6a100,Embakasi North,a225a7bf-c896-46a5-901d-7d14cf4c98f1,Dandora Area II
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,03af81a7-faf0-4d35-b4b9-76f489905ddb,Embakasi North,7ccb935b-95a5-41ca-ba63-0be4bdc6a100,Embakasi North,b434d67c-e27f-4081-bafb-b7777d3c9595,Dandora Area I
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,03af81a7-faf0-4d35-b4b9-76f489905ddb,Embakasi North,7ccb935b-95a5-41ca-ba63-0be4bdc6a100,Embakasi North,b80f5038-a09d-46ae-b6de-123583510e79,Kariobangi North
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,b649a20a-5e80-490a-80f7-5f9a45298d99,Embakasi South,b29b58b1-deec-4826-83e9-916f4abd9479,Embakasi South,131c7cdd-9cb8-4b86-aec4-ef786d2415b8,Kware
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,b649a20a-5e80-490a-80f7-5f9a45298d99,Embakasi South,b29b58b1-deec-4826-83e9-916f4abd9479,Embakasi South,2649bb82-d209-4bdb-bf6f-691968e5553c,Pipeline
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,b649a20a-5e80-490a-80f7-5f9a45298d99,Embakasi South,b29b58b1-deec-4826-83e9-916f4abd9479,Embakasi South,8c4154c5-92d5-4898-ba37-32349f23cf50,Kwa Reuben
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,b649a20a-5e80-490a-80f7-5f9a45298d99,Embakasi South,b29b58b1-deec-4826-83e9-916f4abd9479,Embakasi South,1066ce4e-24f8-4d2d-92d4-92fe641ddc47,Kwa Njenga
95b08378-362e-4bf9-ad63-d685e1287db2,Nairobi,b649a20a-5e80-490a-80f7-5f9a45298d99,Embakasi South,b29b58b1-deec-4826-83e9-916f4abd9479,Embakasi South,ace91fe6-3180-4c22-8e82-40da7654fbd1,Imara Daima
