National,National_code,County,County_code,Sub-County,Sub-County_code,Ward,Ward_code,Village,Village_code
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Central,156733210001
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Gai Central,156733210002
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Gai Market,156733210003
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ikinda,156733210004
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ikirita,156733210005
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ikukumwa,156733210006
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ikunza,156733210007
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ikuuni,156733210008
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ilalambyu,156733210009
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ilamba,156733210010
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ilelambyu,156733210011
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ililu,156733210012
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ithui,156733210013
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Itivanzou A,156733210014
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Itivanzou B,156733210015
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Itulu,156733210016
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Itundua,156733210017
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ivonangya,156733210018
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kaangae,156733210019
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kaghui,156733210020
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kairu,156733210021
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kairungu,156733210022
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kaithango,156733210023
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kakoo,156733210024
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kakoongo,156733210025
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kakunike,156733210026
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kakwiro,156733210027
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kalaa,156733210028
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kaliani,156733210029
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kaliluni,156733210030
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kalole,156733210031
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kamugu,156733210032
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kamula,156733210033
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kamuthusi,156733210034
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kamutukya,156733210035
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kamwengi,156733210036
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kanana,156733210037
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kandawa,156733210038
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kandioya,156733210039
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kandongu,156733210040
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kandwia,156733210041
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kandwia Central,156733210042
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kangii,156733210043
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kangilu,156733210044
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kango,156733210045
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kangungu,156733210046
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kanongo,156733210047
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kanyululu,156733210048
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kanyululu Central,156733210049
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kanzeru,156733210050
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kanzili,156733210051
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kanzou,156733210052
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Karuambau,156733210053
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kasarani,156733210054
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kasevi,156733210055
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kasyathyu,156733210056
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kasyongo,156733210057
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kasyungiru,156733210058
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katakani,156733210059
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katemwa,156733210060
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kathenga,156733210061
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kathima,156733210062
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kathita,156733210063
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kathula,156733210064
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kathumbini,156733210065
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kathumula,156733210066
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katiliku,156733210067
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katuka,156733210068
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katuka Central,156733210069
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katungati,156733210070
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katuuni,156733210071
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katwenye,156733210072
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Katyemona,156733210073
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kaundua,156733210074
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kavali,156733210075
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kavongo,156733210076
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kavuta,156733210077
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kawangombe,156733210078
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kilanga,156733210079
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kiloki,156733210080
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kiluilu,156733210081
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kilulu,156733210082
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kimelya,156733210083
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kimu,156733210084
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kimu Central,156733210085
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kiringuni,156733210086
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kirumu,156733210087
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kiseli,156733210088
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kiseuni,156733210089
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kitambembe,156733210090
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kivaani,156733210091
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kivaki,156733210092
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kivanena,156733210093
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kivila,156733210094
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kivusyani,156733210095
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kora,156733210096
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kwangunu,156733210097
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kwerunda,156733210098
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyaitha,156733210099
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyamatonga,156733210100
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyambanwa,156733210101
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyamutiku,156733210102
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyamwiu,156733210103
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyandani,156733210104
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyandoo,156733210105
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyangwithya,156733210106
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyanika,156733210107
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyelimba,156733210108
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyethetu,156733210109
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyumbuni,156733210110
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyunduani,156733210111
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyuso Market A,156733210112
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyuso Market B,156733210113
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Kyuso Market C,156733210114
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Likoni,156733210115
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Limbua,156733210116
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Maktoni,156733210117
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Makuka,156733210118
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Makutano,156733210119
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Malembwani,156733210120
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Malili,156733210121
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mandala,156733210122
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Manzolo,156733210123
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Manzuva,156733210124
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Manzyundu,156733210125
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Marisi,156733210126
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Market E,156733210127
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Market W,156733210128
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Maseki,156733210129
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Masimbani,156733210130
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mataani,156733210131
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mataka,156733210132
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mathunzi,156733210133
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Matini,156733210134
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Matooni,156733210135
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Matunda,156733210136
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mauru,156733210137
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mbaikini,156733210138
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mbangwani,156733210139
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mbaoni,156733210140
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mbui,156733210141
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mbukoni,156733210142
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Methani,156733210143
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mikwa,156733210144
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Milia,156733210145
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Milimani,156733210146
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Misuu,156733210147
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mitauni,156733210148
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mugaa,156733210149
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mugoo,156733210150
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mui,156733210151
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mukameni,156733210152
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mukumanzia,156733210153
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mukuvuni,156733210154
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mulundi,156733210155
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mungoa,156733210156
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Munyenze,156733210157
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mutanda,156733210158
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Muthunzuu,156733210159
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mutingwa,156733210160
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mutweito,156733210161
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mwali Kanzi,156733210162
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mwanganzia,156733210163
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mwangini,156733210164
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mwania,156733210165
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Mwosa,156733210166
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ndathani,156733210167
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ndolongwe,156733210168
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ndovoini,156733210169
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Nduuni,156733210170
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Nduvani,156733210171
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngaani,156733210172
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngakulikya,156733210173
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Nganda,156733210174
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngangani,156733210175
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngeani,156733210176
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngemini,156733210177
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngengi,156733210178
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngiluni,156733210179
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngolongo,156733210180
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ngomano,156733210181
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Nzangathini,156733210182
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Nzyalani,156733210183
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Syanzu,156733210184
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Syomatoo,156733210185
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Thaana,156733210186
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Thingithu,156733210187
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Thunguthu,156733210188
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Tii,156733210189
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Tulanduli,156733210190
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Twikoli,156733210191
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Twimuma,156733210192
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Twimyua,156733210193
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Twimyua Central,156733210194
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Ukasini,156733210195
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Wandea,156733210196
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Wanzia,156733210197
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Wanzili,156733210198
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Wikimuu,156733210199
Kenya,1,Kitui,15,Mwingi North,67,Kyuso,332,Yumba Ndai,156733210200
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Bondeni,156733310201
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Borofit,156733310202
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Central,156733310203
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ikongo,156733310204
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ilange,156733310205
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ililuni,156733310206
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ithamboni,156733310207
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ithingili,156733310208
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ithunzi,156733310209
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Itinda,156733310210
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ituta Mbumbu,156733310211
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kagomo,156733310212
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kaigia,156733310213
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kaingote,156733310214
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kaisinga,156733310215
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kakingi,156733310216
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kakunguu,156733310217
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kakuyu,156733310218
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kalamba,156733310219
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kalatine,156733310220
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kaliani,156733310221
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kalivau,156733310222
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kamakumbi,156733310223
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kamathiitu,156733310224
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kambi,156733310225
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kambila,156733310226
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kamuani,156733310227
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kamunyini,156733310228
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kamuthale,156733310229
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kamutila,156733310230
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kamwaki,156733310231
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kangae,156733310232
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kanguli,156733310233
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kanyoeni,156733310234
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kanyululu,156733310235
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kanyungu,156733310236
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kanzinwa,156733310237
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kanzou,156733310238
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Karuma,156733310239
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kasaki,156733310240
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kasioni,156733310241
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kasiri,156733310242
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kasokoi,156733310243
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kasungu,156733310244
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kasyalani,156733310245
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kasyongo,156733310246
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Katambauku,156733310247
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kateiko,156733310248
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kathamba,156733310249
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Katheri,156733310250
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kathiiani Central,156733310251
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kathonzeni,156733310252
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kathumulani,156733310253
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Katia,156733310254
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kativangii,156733310255
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Katolo,156733310256
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Katuka,156733310257
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Katuuni,156733310258
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kaundu,156733310259
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kaunguni,156733310260
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kauwa,156733310261
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kavingoni,156733310262
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kayangya,156733310263
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kibera,156733310264
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kiisi,156733310265
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kikumini,156733310266
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kilingile,156733310267
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kiruri,156733310268
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kiseuni,156733310269
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kithanyuko,156733310270
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kithumuoni,156733310271
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kithunzini,156733310272
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kithusoni,156733310273
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kitutuni,156733310274
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kitwamwaki,156733310275
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kivuvwa,156733310276
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Konyu,156733310277
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Koriro,156733310278
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kwanthangi,156733310279
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kyandali,156733310280
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kyanika,156733310281
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kyanzue,156733310282
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kyumbe,156733310283
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Kyumbukuyu,156733310284
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Makiioni,156733310285
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Makoko,156733310286
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Makotoni,156733310287
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Malatani,156733310288
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mambuya,156733310289
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mangui,156733310290
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Masaani,156733310291
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Maseesu,156733310292
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Masukanioni,156733310293
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Matingani,156733310294
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mbarani,156733310295
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mbondo,156733310296
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mikame,156733310297
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mikaoni,156733310298
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mimindi,156733310299
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mukekeni,156733310300
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mukindu,156733310301
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mukoleko,156733310302
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Musosya,156733310303
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Muthaa,156733310304
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Muthili,156733310305
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Muthumo,156733310306
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Muthungue,156733310307
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Muthwani,156733310308
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mutiuni,156733310309
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Muvinge,156733310310
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mwangu,156733310311
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Mwomboko,156733310312
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ndatha,156733310313
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ndatini North,156733310314
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ndatini South,156733310315
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ndetha,156733310316
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ndoo,156733310317
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ndulani,156733310318
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ngaani,156733310319
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ngakone,156733310320
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ngereni,156733310321
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ngeukya,156733310322
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ngombeni,156733310323
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ngooni,156733310324
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ngungani,156733310325
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Ngungi,156733310326
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Nguuku,156733310327
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Nguuni,156733310328
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Nyamanzei,156733310329
Kenya,1,Kitui,15,Mwingi North,67,Mumoni,333,Nzewani,156733310330
