National,National_code,County,County_code,Sub-County,Sub-County_code,Ward,Ward_code,Village,Village_code
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Moriedou,2312361211335
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kalosep,2312361211336
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Atapar,2312361211337
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Epur,2312361211338
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kiwanja ndege,2312361211339
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nariding,2312361211340
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kambi safi-a,2312361211341
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kambi safi-b,2312361211342
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nasechabwin-b,2312361211343
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nasechabwin-a,2312361211344
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Ngipei-kitou,2312361211345
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Eteere-a,2312361211346
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Lotorop angaber,2312361211347
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Eteere-b,2312361211348
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Akatorongot,2312361211349
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Elapatu,2312361211350
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Topernawi,2312361211351
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nayanaapuu,2312361211352
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Katiko,2312361211353
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kalosir 1,2312361211354
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Katiko b,2312361211355
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Torernawi,2312361211356
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kangatukusia,2312361211357
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nayanayeepuu,2312361211358
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kaakim,2312361211359
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Abeei,2312361211360
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Lomaren,2312361311361
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Manalongoria,2312361311362
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Lochorotome,2312361311363
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Kabarait,2312361311364
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Town a,2312361311365
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Town b,2312361311366
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Ruk ruk,2312361211367
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kambi miti,2312361211368
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Pringan,2312361211369
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kambi mpya,2312361211370
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Natoo,2312361211371
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kiwanja ndege b,2312361211372
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Idp,2312361211373
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Naupwala 1,2312361211374
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Naupwala 2,2312361211375
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kiwanja ndege a,2312361211376
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Lokitoenyala,2312361211377
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kaekongo,2312361211378
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nadopuwa,2312361211379
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Namarotot,2312361211380
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nasia,2312361211381
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kolombo,2312361211382
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kambimoto,2312361211383
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Lake side,2312361211384
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kaekal,2312361211385
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,elelea,2312361211386
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Yerusalem,2312361211387
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Achkule,2312361211388
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Naukur,2312361211389
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Asekon,2312361211390
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Lokapetmoe,2312361211391
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nakuakimat,2312361211392
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Line moja,2312361211393
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Rukruk,2312361211394
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nakwamekwi,2312361211395
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Narengewoi,2312361211396
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nasiritei-- a,2312361211397
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kokiselei,2312361211398
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kaipetun,2312361211399
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kaloyara,2312361211400
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Atomeyara,2312361211401
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nasura,2312361211402
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kalokodo,2312361211403
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kalomeu,2312361211404
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nayanaemarileit,2312361211405
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nasirtei-- b,2312361211406
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nalukowoi,2312361211407
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kalochoro,2312361211408
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kambi maendeleo,2312361211409
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kambi safi,2312361211410
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Katookori,2312361211411
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Corner legio,2312361211412
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Salvation,2312361211413
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kaito,2312361211414
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Choro island,2312361211415
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kokiselei 1,2312361211416
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Lokirimanki,2312361211417
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nameriyek,2312361211418
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Loalany,2312361211419
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kabosan,2312361211420
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Alagama,2312361211421
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Lokirimo,2312361211422
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Ngiburin,2312361211423
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nameturon a,2312361211424
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Erus,2312361211425
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Turamoe,2312361211426
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Small erus,2312361211427
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Lotorob,2312361211428
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Lokwakipi,2312361211429
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Aleer,2312361211430
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nachampa,2312361211431
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Longolekomwa,2312361211432
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nameturon b,2312361211433
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Epur,2312361411434
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Akopuro,2312361411435
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Nasopo,2312361411436
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Moru erus,2312361411437
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Angoria,2312361411438
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Nakulumei,2312361411439
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Namoruakwak,2312361411440
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Kitonyounae,2312361411441
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Katonguun,2312361411442
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Emoru,2312361411443
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Nakatonguun,2312361411444
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Kaoo,2312361411445
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Morikirion,2312361411446
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Lorieieme,2312361411447
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Morukirion b,2312361411448
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Kagiro,2312361411449
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Loito,2312361411450
Kenya,1,Turkana,23,Turkana north,123,Kaeris,611,Loreng'o,2312361111451
Kenya,1,Turkana,23,Turkana north,123,Kaeris,611,Lokwakel,2312361111452
Kenya,1,Turkana,23,Turkana north,123,Kaeris,611,Looyakasiwan,2312361111453
Kenya,1,Turkana,23,Turkana north,123,Kaeris,611,Kangilenga,2312361111454
Kenya,1,Turkana,23,Turkana north,123,Kaeris,611,Town,2312361111455
Kenya,1,Turkana,23,Turkana north,123,Kaeris,611,Nauriendapal,2312361111456
Kenya,1,Turkana,23,Turkana north,123,Kaeris,611,Lotukutonoe,2312361111457
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Mission,2312361211458
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kapedor,2312361211459
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nayanaekabaran,2312361211460
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kanamukuny,2312361211461
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nayaeesinyanait,2312361211462
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Kaingongo,2312361211463
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Karedome,2312361211464
Kenya,1,Turkana,23,Turkana north,123,Lake zone,612,Nakinu,2312361211465
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,nakalale,2312361311466
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Kamatira,2312361311467
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Naoyatira,2312361311468
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Nagis,2312361311469
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Punpun,2312361311470
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Nakeriau,2312361311471
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Nameturan,2312361311472
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Shabaha,2312361311473
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Nakalale town,2312361311474
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Jeriman,2312361311475
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Ngolan,2312361311476
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Ngatabab,2312361311477
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Nadukorau,2312361311478
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Mission,2312361311479
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Nayanaadapar,2312361311480
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Naroelim,2312361311481
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Natoo,2312361311482
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Kobosan,2312361311483
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Kaludokume,2312361311484
Kenya,1,Turkana,23,Turkana north,123,Lapur,613,Kangarukia,2312361311485
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Emoja,2312361411486
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Lokalaleakwan,2312361411487
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Akope,2312361411488
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,A,2312361411489
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Akaiamana,2312361411490
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Nakolonyoi,2312361411491
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Abei,2312361411492
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Moru-apong,2312361411493
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Akalmana,2312361411494
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Umoja,2312361411495
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Natoo,2312361411496
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Morapongo,2312361411497
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Lokaalale akina,2312361411498
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Nakolong,2312361411499
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Abe,2312361411500
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Town,2312361411501
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Nasiritei,2312361411502
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Murueris,2312361411503
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,New muyen-1,2312361411504
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Karionreng,2312361411505
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,F.lane,2312361411506
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Kangamusia,2312361411507
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Lokapelpus,2312361411508
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,New munyen-2,2312361411509
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Nakiring-3,2312361411510
Kenya,1,Turkana,23,Turkana north,123,Kaaleng/Kaikor,614,Ngakomeimei,2312361411511
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Moruang'buin,2312361611512
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kamotogae,2312361611513
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lokirimo 1,2312361611514
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lolupe centre,2312361611515
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nadetelim,2312361611516
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nehema,2312361611517
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nakitokono,2312361611518
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Napeiwapet,2312361611519
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lokirimo 2,2312361611520
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nakwasuro,2312361611521
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lokitonyela,2312361611522
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Losanyanait,2312361611523
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Ata erika,2312361611524
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kaepat,2312361611525
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lomeguro 2,2312361611526
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nanyibad,2312361611527
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lomeguro 1,2312361611528
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lolupe 2,2312361611529
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kamurinyang,2312361611530
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Emeyan,2312361611531
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Rukruk,2312361611532
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Legio,2312361611533
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Makutano centre,2312361611534
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Napangae,2312361611535
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Mortuary,2312361611536
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nabulon,2312361611537
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Ng'amoruakwaak,2312361611538
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Cracher,2312361611539
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nakwakitela,2312361611540
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Naperebei,2312361611541
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kang'atomon,2312361611542
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Moruling'aring'an,2312361611543
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kobuin,2312361611544
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kambi-safi,2312361611545
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lomeguro,2312361611546
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nakibuse,2312361611547
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lokichar,2312361611548
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Loopong,2312361611549
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Arutokora,2312361611550
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Naduat,2312361611551
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Ataerika,2312361611552
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Naurikori,2312361611553
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nayanae-ang'itung'a,2312361611554
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lowoi,2312361611555
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Nakarareng'ak,2312361611556
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kalopatase,2312361611557
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Losajait 1,2312361611558
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Losajait 2,2312361611559
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Lokore,2312361611560
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Napeto,2312361611561
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kaelecher,2312361611562
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kayarang'orok,2312361611563
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kaemong'or,2312361611564
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Ikope,2312361611565
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Koribok,2312361611566
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Kaenyang'aluk,2312361611567
Kenya,1,Turkana,23,Turkana north,123,Nakalale,616,Napeded,2312361611568
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Angarabat a,2312763411569
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Angarabat b,2312763411570
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Angarabat c,2312763411571
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Aligoi a,2312763411572
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Aligoi b,2312763411573
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Aligoi c,2312763411574
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Aligoi d,2312763411575
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Naputiro,2312763411576
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Akabekebeke,2312763411577
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kibera,2312763411578
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kambi lodwar,2312763411579
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Shanti a,2312763411580
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Shanti b,2312763411581
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Shanti c,2312763411582
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Shanti d,2312763411583
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Bethlehem a,2312763411584
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Bethelem b,2312763411585
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Bethlem c,2312763411586
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Bethlehem d,2312763411587
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Borabuyong a,2312763411588
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Borabuyong b,2312763411589
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Lopur market,2312763411590
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Naperobei,2312763411591
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Namibia a,2312763411592
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Namib b,2312763411593
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Namibia c,2312763411594
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kaaron,2312763411595
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Nyangaita,2312763411596
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kekamuto,2312763411597
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Ageles,2312763411598
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Nabwel anamada a,2312763411599
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Nabwel anamada b,2312763411600
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Ekiteles a,2312763411601
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Ekiteles b,2312763411602
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Achukule a,2312763411603
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Achukule b,2312763411604
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kitamunae a,2312763411605
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kitamunae b,2312763411606
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kitamunae c,2312763411607
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Narengelup a,2312763411608
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Narengelup b,2312763411609
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Aburur a,2312763411610
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Aburur b,2312763411611
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Aburur c,2312763411612
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Akwakitela a,2312763411613
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Nakwakitela b,2312763411614
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Nakwakitela c,2312763411615
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Echuchuka,2312763411616
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kasurokoria a,2312763411617
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kasurokoria b,2312763411618
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kapelo a,2312763411619
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kapelo b,2312763411620
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Ekoropus,2312763411621
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Apa etuko,2312763411622
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Bethlehem b,2312763411623
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Bethlehem c,2312763411624
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Nawoiakomwom,2312763411625
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kaloburo a,2312763411626
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kaloburo b,2312763411627
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kaloburo c,2312763411628
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Akalabach,2312763411629
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kakipom,2312763411630
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kariole,2312763411631
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Nakutoi,2312763411632
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Lokorikitela,2312763411633
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kekunyuk a,2312763411634
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kekunuyuk b,2312763411635
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Napusinyen,2312763411636
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kangirega,2312763411637
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Namakat a,2312763411638
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Namakat b,2312763411639
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Namakat c,2312763411640
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Namakat d,2312763411641
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Loitanit a,2312763411642
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Loitanit b,2312763411643
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Kimirik,2312763411644
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Naurenpetet,2312763411645
Kenya,1,Turkana,23,Aroo (Turkana South),127,Katilu,634,Eteere,2312763411646
