id,NAME_0,NAME_1,NAME_2,NAME_3
,Kenya,Narok,Narok South,Sagamian
,Kenya,Narok,Narok South,Sogoo
,Kenya,Narok,Narok West,Ilmotiok
,Kenya,Narok,Narok West,Mara
,Kenya,Narok,Narok West,Naikarra
,Kenya,Narok,Narok West,Siana
,Kenya,Nyamira,Borabu,Esise
,Kenya,Nyamira,Borabu,Kiabonyoru
,Kenya,Nyamira,Borabu,Mekenene
,Kenya,Nyamira,Borabu,Nyansiongo
,Kenya,Nyamira,Kitutu Masaba,Gachuba
,Kenya,Nyamira,Kitutu Masaba,Gesima
,Kenya,Nyamira,Kitutu Masaba,Kemera
,Kenya,Nyamira,Kitutu Masaba,Magombo
,Kenya,Nyamira,Kitutu Masaba,Manga
,Kenya,Nyamira,Kitutu Masaba,Rigoma
,Kenya,Nyamira,North Mugirango,Bokeira
,Kenya,Nyamira,North Mugirango,Bomwagamo
,Kenya,Nyamira,North Mugirango,Ekerenyo
,Kenya,Nyamira,North Mugirango,Itibo
,Kenya,Nyamira,North Mugirango,Magwagwa
,Kenya,Nyamira,West Mugirango,Bogichora
,Kenya,Nyamira,West Mugirango,Bonyamatuta
,Kenya,Nyamira,West Mugirango,Bosamaro
,Kenya,Nyamira,West Mugirango,Nyamaiya
,Kenya,Nyamira,West Mugirango,Township
,Kenya,Nyandarua,Kinangop,Engineer
,Kenya,Nyandarua,Kinangop,Gathara
,Kenya,Nyandarua,Kinangop,Githabai
,Kenya,Nyandarua,Kinangop,Magumu
,Kenya,Nyandarua,Kinangop,Murungaru
,Kenya,Nyandarua,Kinangop,Njabini\Kiburu
,Kenya,Nyandarua,Kinangop,North Kinangop
,Kenya,Nyandarua,Kinangop,Nyakio
,Kenya,Nyandarua,Kipipiri,Geta
,Kenya,Nyandarua,Kipipiri,Githioro
,Kenya,Nyandarua,Kipipiri,Kipipiri
,Kenya,Nyandarua,Kipipiri,Wanjohi
,Kenya,Nyandarua,Ndaragwa,Central
,Kenya,Nyandarua,Ndaragwa,Kiriita
,Kenya,Nyandarua,Ndaragwa,Leshau/Pondo
,Kenya,Nyandarua,Ndaragwa,Shamata
,Kenya,Nyandarua,Ol Jorok,Charagita
,Kenya,Nyandarua,Ol Jorok,Gathanji
,Kenya,Nyandarua,Ol Jorok,Gatimu
,Kenya,Nyandarua,Ol Jorok,Weru
,Kenya,Nyandarua,Ol Kalou,Kaimbaga
,Kenya,Nyandarua,Ol Kalou,Kanjuiri Range
,Kenya,Nyandarua,Ol Kalou,Karau
,Kenya,Nyandarua,Ol Kalou,Mirangine
,Kenya,Nyandarua,Ol Kalou,Rurii
,Kenya,Nyeri,Kieni,Gakawa
,Kenya,Nyeri,Kieni,Gatarakwa
,Kenya,Nyeri,Kieni,Kabaru
,Kenya,Nyeri,Kieni,Mugunda
,Kenya,Nyeri,Kieni,Mweiga
,Kenya,Nyeri,Kieni,Mwiyogo/Endarasha
,Kenya,Nyeri,Kieni,Naromoru Kiamathaga
,Kenya,Nyeri,Kieni,Thegu River
,Kenya,Nyeri,Mathira,Iriaini
,Kenya,Nyeri,Mathira,Karatina Town
,Kenya,Nyeri,Mathira,Kirimukuyu
,Kenya,Nyeri,Mathira,Konyu
,Kenya,Nyeri,Mathira,Magutu
,Kenya,Nyeri,Mathira,Ruguru
,Kenya,Nyeri,Mukurweini,Gikondi
,Kenya,Nyeri,Mukurweini,Mukurwe-Ini Central
,Kenya,Nyeri,Mukurweini,Mukurwe-Ini West
,Kenya,Nyeri,Mukurweini,Rugi
,Kenya,Nyeri,Nyeri Town,Gatitu/Muruguru
,Kenya,Nyeri,Nyeri Town,Kamakwa/Mukaro
,Kenya,Nyeri,Nyeri Town,Kiganjo/Mathari
,Kenya,Nyeri,Nyeri Town,Ruring'U
,Kenya,Nyeri,Nyeri Town,Rware
,Kenya,Nyeri,Othaya,Chinga
,Kenya,Nyeri,Othaya,Iria-Ini
,Kenya,Nyeri,Othaya,Karima
,Kenya,Nyeri,Othaya,Mahiga
,Kenya,Nyeri,Tetu,Aguthi-Gaaki
,Kenya,Nyeri,Tetu,Dedan Kimanthi
,Kenya,Nyeri,Tetu,Wamagana
,Kenya,Samburu,Samburu East,Wamba East
,Kenya,Samburu,Samburu East,Wamba North
,Kenya,Samburu,Samburu East,Wamba West
,Kenya,Samburu,Samburu East,Waso
,Kenya,Samburu,Samburu North,Angata Nanyokie
,Kenya,Samburu,Samburu North,Baawa
,Kenya,Samburu,Samburu North,El-Barta
,Kenya,Samburu,Samburu North,Nachola
,Kenya,Samburu,Samburu North,Ndoto
,Kenya,Samburu,Samburu North,Nyiro
,Kenya,Samburu,Samburu West,Lodokejek
,Kenya,Samburu,Samburu West,Loosuk
,Kenya,Samburu,Samburu West,Maralal
,Kenya,Samburu,Samburu West,Poro
,Kenya,Samburu,Samburu West,Suguta Marmar
,Kenya,Siaya,Alego Usonga,Central Alego
,Kenya,Siaya,Alego Usonga,North Alego
,Kenya,Siaya,Alego Usonga,Siaya Township
,Kenya,Siaya,Alego Usonga,South East Alego
,Kenya,Siaya,Alego Usonga,Usonga
,Kenya,Siaya,Alego Usonga,West Alego
,Kenya,Siaya,Bondo,Central Sakwa
,Kenya,Siaya,Bondo,North Sakwa
,Kenya,Siaya,Bondo,South Sakwa
,Kenya,Siaya,Bondo,West Sakwa
,Kenya,Siaya,Bondo,West Yimbo
,Kenya,Siaya,Bondo,Yimbo East
,Kenya,Siaya,Gem,Central Gem
,Kenya,Siaya,Gem,East Gem
,Kenya,Siaya,Gem,North Gem
,Kenya,Siaya,Gem,South Gem
,Kenya,Siaya,Gem,West Gem
,Kenya,Siaya,Gem,Yala Township
,Kenya,Siaya,Rarieda,East Asembo
,Kenya,Siaya,Rarieda,North Uyoma
,Kenya,Siaya,Rarieda,South Uyoma
,Kenya,Siaya,Rarieda,West Asembo
,Kenya,Siaya,Rarieda,West Uyoma
,Kenya,Siaya,Ugenya,East Ugenya
,Kenya,Siaya,Ugenya,North Ugenya
,Kenya,Siaya,Ugenya,Ukwala
,Kenya,Siaya,Ugenya,West Ugenya
,Kenya,Siaya,Ugunja,Sidindi
,Kenya,Siaya,Ugunja,Sigomere
,Kenya,Siaya,Ugunja,Ugunja
,Kenya,Taita Taveta,Mwatate,Bura
,Kenya,Taita Taveta,Mwatate,Chawia
,Kenya,Taita Taveta,Mwatate,Mwatate
,Kenya,Taita Taveta,Mwatate,Rong'E
,Kenya,Taita Taveta,Mwatate,Wusi/Kishamba
,Kenya,Taita Taveta,Taveta,Bomani
,Kenya,Taita Taveta,Taveta,Chala
,Kenya,Taita Taveta,Taveta,Mahoo
,Kenya,Taita Taveta,Taveta,Mata
,Kenya,Taita Taveta,Taveta,Mboghoni
,Kenya,Taita Taveta,Voi,Kaloleni
,Kenya,Taita Taveta,Voi,Kasigau
,Kenya,Taita Taveta,Voi,Marungu
,Kenya,Taita Taveta,Voi,Mbololo
,Kenya,Taita Taveta,Voi,Ngolia
,Kenya,Taita Taveta,Voi,Sagalla
,Kenya,Taita Taveta,Wundanyi,Mwanda/Mgange
,Kenya,Taita Taveta,Wundanyi,Werugha
,Kenya,Taita Taveta,Wundanyi,Wumingu/Kishushe
,Kenya,Taita Taveta,Wundanyi,Wundanyi/Mbale
,Kenya,Tana River,Bura,Bangale
,Kenya,Tana River,Bura,Chewele
,Kenya,Tana River,Bura,Hirimani
,Kenya,Tana River,Bura,Madogo
,Kenya,Tana River,Bura,Sala
,Kenya,Tana River,Galole,Chewani
,Kenya,Tana River,Galole,Kinakomba
,Kenya,Tana River,Galole,Mikinduni
,Kenya,Tana River,Galole,Wayu
,Kenya,Tana River,Garsen,Garsen Central
,Kenya,Tana River,Garsen,Garsen North
,Kenya,Tana River,Garsen,Garsen South
,Kenya,Tana River,Garsen,Garsen West
,Kenya,Tana River,Garsen,Kipini East
,Kenya,Tana River,Garsen,Kipini West
,Kenya,Tharaka-Nithi,Chuka/Igambang'Ombe,Igambang'Ombe
,Kenya,Tharaka-Nithi,Chuka/Igambang'Ombe,Karingani
,Kenya,Tharaka-Nithi,Chuka/Igambang'Ombe,Magumoni
,Kenya,Tharaka-Nithi,Chuka/Igambang'Ombe,Mariani
,Kenya,Tharaka-Nithi,Chuka/Igambang'Ombe,Mugwe
,Kenya,Tharaka-Nithi,Igembe South,Akachiu
,Kenya,Tharaka-Nithi,Maara,Chogoria
,Kenya,Tharaka-Nithi,Maara,Ganga
,Kenya,Tharaka-Nithi,Maara,Mitheru
,Kenya,Tharaka-Nithi,Maara,Muthambi
,Kenya,Tharaka-Nithi,Maara,Mwimbi
,Kenya,Tharaka-Nithi,Tharaka,Chiakariga
,Kenya,Tharaka-Nithi,Tharaka,Gatunga
,Kenya,Tharaka-Nithi,Tharaka,Mukothima
,Kenya,Tharaka-Nithi,Tharaka,Nkondi
,Kenya,Trans Nzoia,Cherangany,Chepsiro/Kiptoror
,Kenya,Trans Nzoia,Cherangany,Cherangany/Suwerwa
,Kenya,Trans Nzoia,Cherangany,Kaplamai
,Kenya,Trans Nzoia,Cherangany,Makutano
,Kenya,Trans Nzoia,Cherangany,Motosiet
,Kenya,Trans Nzoia,Cherangany,Sinyerere
,Kenya,Trans Nzoia,Cherangany,Sitatunga
,Kenya,Trans Nzoia,Endebess,Chepchoina
,Kenya,Trans Nzoia,Endebess,Endebess
,Kenya,Trans Nzoia,Endebess,Matumbei
,Kenya,Trans Nzoia,Kiminini,Hospital
,Kenya,Trans Nzoia,Kiminini,Kiminini
,Kenya,Trans Nzoia,Kiminini,Nabiswa
,Kenya,Trans Nzoia,Kiminini,Sikhendu
,Kenya,Trans Nzoia,Kiminini,Sirende
,Kenya,Trans Nzoia,Kiminini,Waitaluk
,Kenya,Trans Nzoia,Kwanza,Bidii
,Kenya,Trans Nzoia,Kwanza,Kapomboi
,Kenya,Trans Nzoia,Kwanza,Kwanza
,Kenya,Trans Nzoia,Saboti,Kinyoro
,Kenya,Trans Nzoia,Saboti,Machewa
,Kenya,Trans Nzoia,Saboti,Matisi
,Kenya,Trans Nzoia,Saboti,Saboti
,Kenya,Trans Nzoia,Saboti,Tuwani
,Kenya,Trans Nzoia,unknown 4,unknown 4
,Kenya,Turkana,Loima,Kotaruk/Lobei
,Kenya,Turkana,Loima,Loima
,Kenya,Turkana,Loima,Lokiriama/Lorengippi
,Kenya,Turkana,Loima,Turkwel
,Kenya,Turkana,Turkana Central,Kalokol
,Kenya,Turkana,Turkana Central,Kanamkemer
,Kenya,Turkana,Turkana Central,Kang'Atotha
,Kenya,Turkana,Turkana Central,Kerio Delta
,Kenya,Turkana,Turkana Central,Lodwar Township
,Kenya,Turkana,Turkana East,Kapedo/Napeitom
,Kenya,Turkana,Turkana East,Katilia
,Kenya,Turkana,Turkana North,Kaaleng/Kaikor
,Kenya,Turkana,Turkana North,Kaeris
,Kenya,Turkana,Turkana North,Kibish
,Kenya,Turkana,Turkana North,Lake Zone
,Kenya,Turkana,Turkana North,Lapur
,Kenya,Turkana,Turkana North,Nakalale
,Kenya,Turkana,Turkana South,Kalapata
,Kenya,Turkana,Turkana South,Kaputir
,Kenya,Turkana,Turkana South,Katilu
,Kenya,Turkana,Turkana South,Lobokat
,Kenya,Turkana,Turkana South,Lokichar
,Kenya,Turkana,Turkana West,Kakuma
,Kenya,Turkana,Turkana West,Kalobeyei
,Kenya,Turkana,Turkana West,Letea
,Kenya,Turkana,Turkana West,Lokichoggio
,Kenya,Turkana,Turkana West,Lopur
,Kenya,Turkana,Turkana West,Nanaam
,Kenya,Turkana,Turkana West,Songot
,Kenya,Turkana,unknown 2,unknown 2
,Kenya,Uasin Gishu,Ainabkoi,Ainabkoi/Olare
,Kenya,Uasin Gishu,Ainabkoi,Kapsoya
,Kenya,Uasin Gishu,Ainabkoi,Kaptagat
,Kenya,Uasin Gishu,Kapseret,Kipkenyo
,Kenya,Uasin Gishu,Kapseret,Langas
,Kenya,Uasin Gishu,Kapseret,Megun
,Kenya,Uasin Gishu,Kapseret,Ngeria
,Kenya,Uasin Gishu,Kapseret,Simat/Kapseret
,Kenya,Uasin Gishu,Kesses,Cheptiret/Kipchamo
,Kenya,Uasin Gishu,Kesses,Racecourse
,Kenya,Uasin Gishu,Kesses,Tarakwa
,Kenya,Uasin Gishu,Kesses,Tulwet/Chuiyat
,Kenya,Uasin Gishu,Moiben,Karuna/Meibeki
,Kenya,Uasin Gishu,Moiben,Kimumu
,Kenya,Uasin Gishu,Moiben,Moiben
,Kenya,Uasin Gishu,Moiben,Sergoit
,Kenya,Uasin Gishu,Moiben,Tembelio
,Kenya,Uasin Gishu,Soy,Kapkures
,Kenya,Uasin Gishu,Soy,Kipsomba
,Kenya,Uasin Gishu,Soy,Kuinet/Kapsuswa
,Kenya,Uasin Gishu,Soy,Moi'S Bridge
,Kenya,Uasin Gishu,Soy,Segero/Barsombe
,Kenya,Uasin Gishu,Soy,Soy
,Kenya,Uasin Gishu,Soy,Ziwa
,Kenya,Uasin Gishu,Turbo,Huruma
,Kenya,Uasin Gishu,Turbo,Kamagut
,Kenya,Uasin Gishu,Turbo,Kapsaos
,Kenya,Uasin Gishu,Turbo,Kiplombe
,Kenya,Uasin Gishu,Turbo,Ngenyilel
,Kenya,Uasin Gishu,Turbo,Tapsagoi
,Kenya,Vihiga,Emuhaya,Central Bunyore
,Kenya,Vihiga,Emuhaya,North East Bunyore
,Kenya,Vihiga,Emuhaya,West Bunyore
,Kenya,Vihiga,Hamisi,Banja
,Kenya,Vihiga,Hamisi,Gisambai
,Kenya,Vihiga,Hamisi,Jepkoyai
,Kenya,Vihiga,Hamisi,Muhudu
,Kenya,Vihiga,Hamisi,Shamakhokho
,Kenya,Vihiga,Hamisi,Shiru
,Kenya,Vihiga,Hamisi,Tambua
,Kenya,Vihiga,Luanda,Emabungo
,Kenya,Vihiga,Luanda,Luanda South
,Kenya,Vihiga,Luanda,Luanda Township
,Kenya,Vihiga,Luanda,Mwibona
,Kenya,Vihiga,Luanda,Wemilabi
,Kenya,Vihiga,Sabatia,Busali
,Kenya,Vihiga,Sabatia,Chavakali
,Kenya,Vihiga,Sabatia,Lyaduywa/Izava
,Kenya,Vihiga,Sabatia,North Maragoli
,Kenya,Vihiga,Sabatia,West Sabatia
,Kenya,Vihiga,Sabatia,Wodanga
,Kenya,Vihiga,Vihiga,Central Maragoli
,Kenya,Vihiga,Vihiga,Lugaga-Wamuluma
,Kenya,Vihiga,Vihiga,Mungoma
,Kenya,Vihiga,Vihiga,South Maragoli
,Kenya,Wajir,Eldas,Della
,Kenya,Wajir,Eldas,Eldas
,Kenya,Wajir,Eldas,Elnur/Tula Tula
,Kenya,Wajir,Eldas,Lakoley South/Basir
,Kenya,Wajir,Tarbaj,Elben
,Kenya,Wajir,Tarbaj,Sarman
,Kenya,Wajir,Tarbaj,Tarbaj
,Kenya,Wajir,Tarbaj,Wargadud
,Kenya,Wajir,Wajir East,Barwago
,Kenya,Wajir,Wajir East,Khorof/Harar
,Kenya,Wajir,Wajir East,Township
,Kenya,Wajir,Wajir East,Wagberi
,Kenya,Wajir,Wajir North,Batalu
,Kenya,Wajir,Wajir North,Bute
,Kenya,Wajir,Wajir North,Danaba
,Kenya,Wajir,Wajir North,Godoma
,Kenya,Wajir,Wajir North,Gurar
,Kenya,Wajir,Wajir North,Korondile
,Kenya,Wajir,Wajir North,Malkagufu
,Kenya,Wajir,Wajir South,Benane
,Kenya,Wajir,Wajir South,Burder
,Kenya,Wajir,Wajir South,Dadaja Bulla
,Kenya,Wajir,Wajir South,Diif
,Kenya,Wajir,Wajir South,Habasswein
,Kenya,Wajir,Wajir South,Ibrahim Ure
,Kenya,Wajir,Wajir South,Lagboghol South
,Kenya,Wajir,Wajir West,Adamasajide
,Kenya,Wajir,Wajir West,Arbajahan
,Kenya,Wajir,Wajir West,Ganyure/Wagalla
,Kenya,Wajir,Wajir West,Hadado/Athibohol
,Kenya,West Pokot,Kacheliba,Alale
,Kenya,West Pokot,Kacheliba,Kapchok
,Kenya,West Pokot,Kacheliba,Kasei
,Kenya,West Pokot,Kacheliba,Kiwawa
,Kenya,West Pokot,Kacheliba,Kodich
,Kenya,West Pokot,Kacheliba,Suam
,Kenya,West Pokot,Kapenguria,Endugh
,Kenya,West Pokot,Kapenguria,Kapenguria
,Kenya,West Pokot,Kapenguria,Lokori/Kochodin
,Kenya,West Pokot,Kapenguria,Mnagei
,Kenya,West Pokot,Kapenguria,Siyoi
,Kenya,West Pokot,Kapenguria,Sook
,Kenya,West Pokot,Pokot South,Batei
,Kenya,West Pokot,Pokot South,Chepareria
,Kenya,West Pokot,Pokot South,Lelan
,Kenya,West Pokot,Pokot South,Tapach
,Kenya,West Pokot,Sigor,Lomut
,Kenya,West Pokot,Sigor,Masool
,Kenya,West Pokot,Sigor,Sekerr
,Kenya,West Pokot,Sigor,Weiwei
,Kenya,West Pokot,unknown 3,unknown 3
,Kenya,West Pokot,unknown 8,unknown 8
