path_id,County,Subcounty,Ward,Village
0.6512.12170.18672,Baringo,Baringo Central,Ewalel/chapchap,Unassigned
0.6512.12170.18671,Baringo,Baringo Central,Kabarnet,Unassigned
0.6512.12170.18669,Baringo,Baringo Central,Kapropita,Unassigned
0.6512.12170.18668,Baringo,Baringo Central,Sacho,Chepnes
0.6512.12170.18670,Baringo,Baringo Central,Tenges,Kapswai
0.6512.12170.54178,Baringo,Baringo Central,Ward Unassigned,Unassigned
0.6512.12157.58503,Baringo,Baringo North,Bartabwa,Chesem
0.6512.12157.60102,Baringo,Baringo North,Bartabwa,Kaibos
0.6512.12157.58502,Baringo,Baringo North,Bartabwa,Kamngoror
0.6512.12157.58501,Baringo,Baringo North,Bartabwa,Kaptilatil
0.6512.12157.17814,Baringo,Baringo North,Bartabwa,Unassigned
0.6512.12157.17809,Baringo,Baringo North,Barwessa,Unassigned
0.6512.12157.17808,Baringo,Baringo North,Kabartonjo,Unassigned
0.6512.12157.17811,Baringo,Baringo North,Saimo/kipsaram,Unassigned
0.6512.12157.17810,Baringo,Baringo North,Saimo/soi,Unassigned
0.6512.12157.54142,Baringo,Baringo North,Ward Unassigned,Unassigned
0.6512.12163.17520,Baringo,Baringo South,Ilchamus,Unassigned
0.6512.12163.17518,Baringo,Baringo South,Marigat,Unassigned
0.6512.12163.17522,Baringo,Baringo South,Mochongoi,Unassigned
0.6512.12163.17521,Baringo,Baringo South,Mukutan,Unassigned
0.6512.12163.53961,Baringo,Baringo South,Ward Unassigned,Unassigned
0.6512.59349.18420,Baringo,East Pokot ,Kollowa,Unassigned
0.6512.59349.18422,Baringo,East Pokot ,Ribkwo,Unassigned
0.6512.59349.18415,Baringo,East Pokot ,Tirioko,Unassigned
0.6512.12184.18329,Baringo,Eldama Ravine,Koibatek,Unassigned
0.6512.12184.18331,Baringo,Eldama Ravine,Lembus,Unassigned
0.6512.12184.18330,Baringo,Eldama Ravine,Lembus Kwen,Unassigned
0.6512.12184.18325,Baringo,Eldama Ravine,Lembus/perkerra,Unassigned
0.6512.12184.18324,Baringo,Eldama Ravine,Mumberes/maji Mazuri,Unassigned
0.6512.12184.18327,Baringo,Eldama Ravine,Ravine,Unassigned
0.6512.12184.53918,Baringo,Eldama Ravine,Ward Unassigned,Unassigned
0.6512.12191.17623,Baringo,Mogotio,Emining,Unassigned
0.6512.12191.17615,Baringo,Mogotio,Kisanana,Unassigned
0.6512.12191.17601,Baringo,Mogotio,Mogotio,Unassigned
0.6512.12191.54031,Baringo,Mogotio,Ward Unassigned,Unassigned
0.6512.12176.18430,Baringo,Tiaty East,Churo/amaya,Unassigned
0.6512.12176.18419,Baringo,Tiaty East,Loiyamorok,Unassigned
0.6512.12176.18421,Baringo,Tiaty East,Silale,Unassigned
0.6512.12176.18416,Baringo,Tiaty East,Tangulbei/korossi,Unassigned
0.6512.12176.53994,Baringo,Tiaty East,Ward Unassigned,Unassigned
0.6512.12168.17734,Baringo,Subcounty Unassigned,Ward Unassigned,Unassigned
0.5907.12041.17442,Bomet,Bomet Central,Chesoen,Unassigned
0.5907.12041.17452,Bomet,Bomet Central,Mutarakwa,Unassigned
0.5907.12041.17449,Bomet,Bomet Central,Ndaraweta,Unassigned
0.5907.12041.17448,Bomet,Bomet Central,Sigorwet,Unassigned
0.5907.12041.17446,Bomet,Bomet Central,Silibwet Township,Unassigned
0.5907.12047.18345,Bomet,Bomet East,Chemaner,Unassigned
0.5907.12047.60242,Bomet,Bomet East,Kembu,Chemaluk
0.5907.12047.18343,Bomet,Bomet East,Kembu,Unassigned
0.5907.12047.18341,Bomet,Bomet East,Kipreres,Unassigned
0.5907.12047.18339,Bomet,Bomet East,Longisa,Unassigned
0.5907.12047.18334,Bomet,Bomet East,Merigi,Unassigned
0.5907.12023.17537,Bomet,Chepalungu,Chebunyo,Unassigned
0.5907.12023.17535,Bomet,Chepalungu,Kongasis,Unassigned
0.5907.12023.17533,Bomet,Chepalungu,Nyangores,Unassigned
0.5907.12023.17528,Bomet,Chepalungu,Sigor,Unassigned
0.5907.12023.17527,Bomet,Chepalungu,Siongiroi,Unassigned
0.5907.12023.54001,Bomet,Chepalungu,Ward Unassigned,Unassigned
0.5907.12029.18478,Bomet,Konoin,Boito,Unassigned
0.5907.12029.18475,Bomet,Konoin,Chepchabas,Unassigned
0.5907.12029.18466,Bomet,Konoin,Embomos,Unassigned
0.5907.12029.18465,Bomet,Konoin,Kimulot,Unassigned
0.5907.12029.18464,Bomet,Konoin,Mogogosiek,Unassigned
0.5907.12029.54042,Bomet,Konoin,Ward Unassigned,Unassigned
0.5907.12035.17200,Bomet,Sotik,Chemagel,Unassigned
0.5907.12035.17193,Bomet,Sotik,Kapletundo,Unassigned
0.5907.12035.17191,Bomet,Sotik,Kipsonoi,Unassigned
0.5907.12035.17189,Bomet,Sotik,Ndanai/abosi,Kamegunyet West
0.5907.12035.57474,Bomet,Sotik,Ndanai/abosi,Ketero
0.5907.12035.57458,Bomet,Sotik,Ndanai/abosi,Soget
0.5907.12035.57537,Bomet,Sotik,Rongena/chebilat,Soget
0.5907.12035.17187,Bomet,Sotik,Rongena/chebilat,Unassigned
0.5907.12035.54076,Bomet,Sotik,Ward Unassigned,Unassigned
0.5907.12021.17491,Bomet,Subcounty Unassigned,Ward Unassigned,Unassigned
0.5671.11897.17558,Bungoma,Bumula,Bumula,Unassigned
0.5671.11897.17557,Bungoma,Bumula,Kabula,Unassigned
0.5671.11897.17560,Bungoma,Bumula,Khasoko,Unassigned
0.5671.11897.17559,Bungoma,Bumula,Kimaeti,Unassigned
0.5671.11897.17541,Bungoma,Bumula,Siboti,Unassigned
0.5671.11897.17540,Bungoma,Bumula,South Bukusu,Unassigned
0.5671.11897.17544,Bungoma,Bumula,West Bukusu,Unassigned
0.5671.11897.54015,Bungoma,Bumula,Ward Unassigned,Unassigned
0.5671.11905.18502,Bungoma,Bungoma Central,Bwake/luuya,Unassigned
0.5671.11905.18504,Bungoma,Bungoma Central,Kabuchai/chwele,Unassigned
0.5671.11905.18503,Bungoma,Bungoma Central,Mukuyuni,Unassigned
0.5671.11905.18482,Bungoma,Bungoma Central,West Nalondo,Unassigned
0.5671.11905.54053,Bungoma,Bungoma Central,Ward Unassigned,Unassigned
0.5671.11912.17857,Bungoma,Bungoma North,Mbakalo,Unassigned
0.5671.11912.17859,Bungoma,Bungoma North,Milima,Unassigned
0.5671.11912.17866,Bungoma,Bungoma North,Naitiri/kabuyefwe,Unassigned
0.5671.11912.17868,Bungoma,Bungoma North,Ndalu,Unassigned
0.5671.11912.17862,Bungoma,Bungoma North,Soysambu/mitua,Unassigned
0.5671.11912.17864,Bungoma,Bungoma North,Tongaren,Unassigned
0.5671.11912.54087,Bungoma,Bungoma North,Ward Unassigned,Unassigned
0.5671.11919.17228,Bungoma,Bungoma South,Bukembe East,Unassigned
0.5671.11919.17226,Bungoma,Bungoma South,Bukembe West,Unassigned
0.5671.11919.17207,Bungoma,Bungoma South,East Sangalo,Unassigned
0.5671.11919.17204,Bungoma,Bungoma South,Khalaba,Unassigned
0.5671.11919.17209,Bungoma,Bungoma South,Marakary/tuuti,Unassigned
0.5671.11919.17208,Bungoma,Bungoma South,Musikoma,Unassigned
0.5671.11919.17213,Bungoma,Bungoma South,Township,Unassigned
0.5671.11919.17211,Bungoma,Bungoma South,West Sangalo,Unassigned
0.5671.11919.54121,Bungoma,Bungoma South,Ward Unassigned,Unassigned
0.5671.11928.18262,Bungoma,Bungoma West,Lwandanyi,Unassigned
0.5671.11928.18259,Bungoma,Bungoma West,Malakisi/south Kulisiru,Unassigned
0.5671.11928.18261,Bungoma,Bungoma West,Namwela,Unassigned
0.5671.11928.54158,Bungoma,Bungoma West,Ward Unassigned,Unassigned
0.5671.11932.18163,Bungoma,Kimilili,Kamukuywa,Unassigned
0.5671.11932.18151,Bungoma,Kimilili,Kibingei,Unassigned
0.5671.11932.18152,Bungoma,Kimilili,Kimilili,Unassigned
0.5671.11932.18150,Bungoma,Kimilili,Maeni,Unassigned
0.5671.11932.54190,Bungoma,Kimilili,Ward Unassigned,Unassigned
0.5671.11937.17331,Bungoma,Mt Elgon,Cheptais,Unassigned
0.5671.11937.17333,Bungoma,Mt Elgon,Chepyuk,Unassigned
0.5671.11937.17328,Bungoma,Mt Elgon,Chesikaki,Unassigned
0.5671.11937.17330,Bungoma,Mt Elgon,Elgon,Unassigned
0.5671.11937.17337,Bungoma,Mt Elgon,Kapkateny,Unassigned
0.5671.11937.17341,Bungoma,Mt Elgon,Kaptama,Unassigned
0.5671.11937.53931,Bungoma,Mt Elgon,Ward Unassigned,Unassigned
0.5671.11944.18749,Bungoma,Webuye East,Maraka,Unassigned
0.5671.11944.18752,Bungoma,Webuye East,Mihuu,Unassigned
0.5671.11944.18753,Bungoma,Webuye East,Ndivisi,Unassigned
0.5671.11944.53969,Bungoma,Webuye East,Ward Unassigned,Unassigned
0.5671.11948.18006,Bungoma,Webuye West,Bokoli,Unassigned
0.5671.11948.18007,Bungoma,Webuye West,Matulo,Unassigned
0.5671.11948.18004,Bungoma,Webuye West,Misikhu,Unassigned
0.5671.11948.18005,Bungoma,Webuye West,Sitikho,Unassigned
0.5671.11948.54004,Bungoma,Webuye West,Ward Unassigned,Unassigned
0.5671.11910.17380,Bungoma,Subcounty Unassigned,Ward Unassigned,Unassigned
0.5404.11873.17242,Busia,Budalangi,Bunyala South,Unassigned
0.5404.11873.17229,Busia,Budalangi,Bunyala West,Unassigned
0.5404.11873.54061,Busia,Budalangi,Ward Unassigned,Unassigned
0.5404.11867.18270,Busia,Busia (matayos),Bukhayo West,Unassigned
0.5404.11867.18271,Busia,Busia (matayos),Burumba,Unassigned
0.5404.11867.18272,Busia,Busia (matayos),Busibwabo,Unassigned
0.5404.11867.18273,Busia,Busia (matayos),Matayos South,Unassigned
0.5404.11867.18275,Busia,Busia (matayos),Mayenje,Unassigned
0.5404.11867.54096,Busia,Busia (matayos),Ward Unassigned,Unassigned
0.5404.11860.18177,Busia,Butula,Elugulu,Unassigned
0.5404.11860.18179,Busia,Butula,Kingandole,Unassigned
0.5404.11860.18166,Busia,Butula,Marachi Central,Unassigned
0.5404.11860.18168,Busia,Butula,Marachi East,Unassigned
0.5404.11860.18169,Busia,Butula,Marachi North,Unassigned
0.5404.11860.18170,Busia,Butula,Marachi West,Unassigned
0.5404.11860.54131,Busia,Butula,Ward Unassigned,Unassigned
0.5404.11890.17366,Busia,Funyula,Agenga Nanguba,Unassigned
0.5404.11890.17352,Busia,Funyula,Bwiri,Unassigned
0.5404.11890.17353,Busia,Funyula,Namboboto/nambuku,Unassigned
0.5404.11890.17354,Busia,Funyula,Nangina,Unassigned
0.5404.11890.53901,Busia,Funyula,Ward Unassigned,Unassigned
0.5404.11883.17872,Busia,Nambale,Bukhayo Central,Unassigned
0.5404.11883.17874,Busia,Nambale,Bukhayo East,Unassigned
0.5404.11883.17876,Busia,Nambale,Bukhayo North/walatsi,Unassigned
0.5404.11883.17238,Busia,Nambale,Bunyala Central,Unassigned
0.5404.11883.17240,Busia,Nambale,Bunyala North,Unassigned
0.5404.11883.17883,Busia,Nambale,Nambale,Unassigned
0.5404.11883.53940,Busia,Nambale,Ward Unassigned,Unassigned
0.5404.11876.18764,Busia,Teso North,Angurai East,Unassigned
0.5404.11876.18767,Busia,Teso North,Angurai North,Unassigned
0.5404.11876.18778,Busia,Teso North,Angurai South,Unassigned
0.5404.11876.18788,Busia,Teso North,Malaba Central,Unassigned
0.5404.11876.18799,Busia,Teso North,Malaba North,Unassigned
0.5404.11876.18808,Busia,Teso North,Malaba South,Unassigned
0.5404.11876.53982,Busia,Teso North,Ward Unassigned,Unassigned
0.5404.11853.18016,Busia,Teso South,Amukura Central,Unassigned
0.5404.11853.18019,Busia,Teso South,Amukura East,Unassigned
0.5404.11853.18022,Busia,Teso South,Amukura West,Unassigned
0.5404.11853.18025,Busia,Teso South,Angorom,Unassigned
0.5404.11853.18029,Busia,Teso South,Chakol North,Unassigned
0.5404.11853.18046,Busia,Teso South,Chakol South,Unassigned
0.5404.11853.54170,Busia,Teso South,Ward Unassigned,Unassigned
0.5404.11895.17978,Busia,Subcounty Unassigned,Ward Unassigned,Unassigned
0.5148.11848.17368,Elgeyo Marakwet,Keiyo North,Emsoo,Unassigned
0.5148.11848.17370,Elgeyo Marakwet,Keiyo North,Kapchemutwa,Unassigned
0.5148.11848.17376,Elgeyo Marakwet,Keiyo North,Kimariny,Unassigned
0.5148.11848.17378,Elgeyo Marakwet,Keiyo North,Tambach,Unassigned
0.5148.11848.54134,Elgeyo Marakwet,Keiyo North,Ward Unassigned,Unassigned
0.5148.11839.18287,Elgeyo Marakwet,Keiyo South,Chepkorio,Unassigned
0.5148.11839.18301,Elgeyo Marakwet,Keiyo South,Kabiemit,Unassigned
0.5148.11839.18302,Elgeyo Marakwet,Keiyo South,Kaptarakwa,Olchebit
0.5148.11839.18299,Elgeyo Marakwet,Keiyo South,Metkei,Unassigned
0.5148.11839.18300,Elgeyo Marakwet,Keiyo South,Soy North,Unassigned
0.5148.11839.18296,Elgeyo Marakwet,Keiyo South,Soy South,Unassigned
0.5148.11839.54171,Elgeyo Marakwet,Keiyo South,Ward Unassigned,Unassigned
0.5148.11834.17942,Elgeyo Marakwet,Marakwet East,Embobut/embulot,Unassigned
0.5148.11834.17944,Elgeyo Marakwet,Marakwet East,Endo,Unassigned
0.5148.11834.17937,Elgeyo Marakwet,Marakwet East,Kapyego,Unassigned
0.5148.11834.17939,Elgeyo Marakwet,Marakwet East,Sambirir,Unassigned
0.5148.11834.53912,Elgeyo Marakwet,Marakwet East,Ward Unassigned,Unassigned
0.5148.11827.18833,Elgeyo Marakwet,Marakwet West,Arror,Unassigned
0.5148.11827.18828,Elgeyo Marakwet,Marakwet West,Cheragany/chebororwa,Unassigned
0.5148.11827.18830,Elgeyo Marakwet,Marakwet West,Kapsowar,Unassigned
0.5148.11827.18825,Elgeyo Marakwet,Marakwet West,Lelan,Unassigned
0.5148.11827.18826,Elgeyo Marakwet,Marakwet West,Moiben/kuserwo,Unassigned
0.5148.11827.18824,Elgeyo Marakwet,Marakwet West,Sengwer,Unassigned
0.5148.11827.53962,Elgeyo Marakwet,Marakwet West,Ward Unassigned,Unassigned
0.5148.11846.17668,Elgeyo Marakwet,Subcounty Unassigned,Ward Unassigned,Unassigned
0.4972.11820.18523,Embu,Manyatta,Gaturi North,Unassigned
0.4972.11820.57275,Embu,Manyatta,Gaturi South,Kirimari
0.4972.11820.17817,Embu,Manyatta,Gaturi South,Unassigned
0.4972.11820.56858,Embu,Manyatta,Kirimari,Kathangari
0.4972.11820.56859,Embu,Manyatta,Kirimari,Kaunyori
0.4972.11820.56860,Embu,Manyatta,Kirimari,Kiambugi
0.4972.11820.17827,Embu,Manyatta,Kirimari,Unassigned
0.4972.11820.56847,Embu,Manyatta,Kithimu,Giekawa
0.4972.11820.56851,Embu,Manyatta,Kithimu,Kamutugi
0.4972.11820.17828,Embu,Manyatta,Kithimu,Kau
0.4972.11820.56856,Embu,Manyatta,Kithimu,Kavunyori
0.4972.11820.56846,Embu,Manyatta,Kithimu,Kiaragana
0.4972.11820.56845,Embu,Manyatta,Kithimu,Kiethiga
0.4972.11820.56853,Embu,Manyatta,Kithimu,Kithungururu
0.4972.11820.56841,Embu,Manyatta,Kithimu,Mvangua A
0.4972.11820.56842,Embu,Manyatta,Kithimu,Mvangua B
0.4972.11820.56843,Embu,Manyatta,Kithimu,Mwondu
0.4972.11820.56848,Embu,Manyatta,Kithimu,Ndatu A
0.4972.11820.56849,Embu,Manyatta,Kithimu,Ndatu B
0.4972.11820.56852,Embu,Manyatta,Kithimu,Ngongi
0.4972.11820.17831,Embu,Manyatta,Nginda,Unassigned
0.4972.11820.17820,Embu,Manyatta,Ruguru-ngandori,Unassigned
0.4972.11820.54181,Embu,Manyatta,Ward Unassigned,Unassigned
0.4972.11816.18594,Embu,Mbeere North,Evurore,Unassigned
0.4972.11816.58038,Embu,Mbeere North,Muminji,Bondeni
0.4972.11816.58044,Embu,Mbeere North,Muminji,Ciakavui
0.4972.11816.58045,Embu,Mbeere North,Muminji,Damsite 
0.4972.11816.58052,Embu,Mbeere North,Muminji,Gandarwa
0.4972.11816.58067,Embu,Mbeere North,Muminji,Gangara
0.4972.11816.58076,Embu,Mbeere North,Muminji,Gatakari
0.4972.11816.58040,Embu,Mbeere North,Muminji,Gatothia 
0.4972.11816.58032,Embu,Mbeere North,Muminji,Gitara
0.4972.11816.58036,Embu,Mbeere North,Muminji,Gitara
0.4972.11816.58069,Embu,Mbeere North,Muminji,Gitaugu
0.4972.11816.58028,Embu,Mbeere North,Muminji,Gitua
0.4972.11816.58057,Embu,Mbeere North,Muminji,Itambararia
0.4972.11816.58051,Embu,Mbeere North,Muminji,Itiira
0.4972.11816.58054,Embu,Mbeere North,Muminji,Kambari
0.4972.11816.58043,Embu,Mbeere North,Muminji,Kambiti 
0.4972.11816.58062,Embu,Mbeere North,Muminji,Kandomba
0.4972.11816.58042,Embu,Mbeere North,Muminji,Kangari
0.4972.11816.58056,Embu,Mbeere North,Muminji,Kanyoriri
0.4972.11816.58025,Embu,Mbeere North,Muminji,Karambari A
0.4972.11816.58026,Embu,Mbeere North,Muminji,Karambari B
0.4972.11816.58027,Embu,Mbeere North,Muminji,Karambari C
0.4972.11816.58021,Embu,Mbeere North,Muminji,Karetha A
0.4972.11816.58022,Embu,Mbeere North,Muminji,Karetha B
0.4972.11816.58075,Embu,Mbeere North,Muminji,Karimari
0.4972.11816.58053,Embu,Mbeere North,Muminji,Karura
0.4972.11816.58064,Embu,Mbeere North,Muminji,Kathutheri
0.4972.11816.58066,Embu,Mbeere North,Muminji,Kavairi
0.4972.11816.58041,Embu,Mbeere North,Muminji,Kavui
0.4972.11816.58059,Embu,Mbeere North,Muminji,Kavuvori
0.4972.11816.58047,Embu,Mbeere North,Muminji,Kiamugongo 
0.4972.11816.58055,Embu,Mbeere North,Muminji,Kianganja
0.4972.11816.58058,Embu,Mbeere North,Muminji,Kianjogu
0.4972.11816.58046,Embu,Mbeere North,Muminji,Kivue
0.4972.11816.58033,Embu,Mbeere North,Muminji,Marari
0.4972.11816.58037,Embu,Mbeere North,Muminji,Marari
0.4972.11816.58060,Embu,Mbeere North,Muminji,Marembo
0.4972.11816.58072,Embu,Mbeere North,Muminji,Matheruri
0.4972.11816.58024,Embu,Mbeere North,Muminji,Mathuntiri
0.4972.11816.58061,Embu,Mbeere North,Muminji,Mavaruri
0.4972.11816.58049,Embu,Mbeere North,Muminji,Mianjatiri
0.4972.11816.58073,Embu,Mbeere North,Muminji,Michegethio
0.4972.11816.58070,Embu,Mbeere North,Muminji,Mugoro A
0.4972.11816.58071,Embu,Mbeere North,Muminji,Mugoro A
0.4972.11816.58074,Embu,Mbeere North,Muminji,Mugoro B
0.4972.11816.58068,Embu,Mbeere North,Muminji,Ndurori B
0.4972.11816.58065,Embu,Mbeere North,Muminji,Ndutori
0.4972.11816.58031,Embu,Mbeere North,Muminji,Ngangari
0.4972.11816.58029,Embu,Mbeere North,Muminji,Ngiiri North A
0.4972.11816.58030,Embu,Mbeere North,Muminji,Ngiiri North B
0.4972.11816.58034,Embu,Mbeere North,Muminji,Ngiiri South A
0.4972.11816.58035,Embu,Mbeere North,Muminji,Ngiiri South B
0.4972.11816.58048,Embu,Mbeere North,Muminji,Ngora
0.4972.11816.58039,Embu,Mbeere North,Muminji,Ngurunga
0.4972.11816.58063,Embu,Mbeere North,Muminji,Rukuriri
0.4972.11816.58023,Embu,Mbeere North,Muminji,Rwagori
0.4972.11816.58050,Embu,Mbeere North,Muminji,Rwareri
0.4972.11816.18595,Embu,Mbeere North,Muminji,Unassigned
0.4972.11816.58091,Embu,Mbeere North,Nthawa,Ciambugu
0.4972.11816.58078,Embu,Mbeere North,Nthawa,Cianyi Lower 
0.4972.11816.58079,Embu,Mbeere North,Nthawa,Cianyi Upper 
0.4972.11816.58103,Embu,Mbeere North,Nthawa,Enna-kaungu
0.4972.11816.58088,Embu,Mbeere North,Nthawa,Kabachi
0.4972.11816.58100,Embu,Mbeere North,Nthawa,Kageeri
0.4972.11816.58083,Embu,Mbeere North,Nthawa,Kamagiri
0.4972.11816.58080,Embu,Mbeere North,Nthawa,Kambaru 
0.4972.11816.58087,Embu,Mbeere North,Nthawa,Kambaru A
0.4972.11816.58095,Embu,Mbeere North,Nthawa,Kamuga
0.4972.11816.58099,Embu,Mbeere North,Nthawa,Kanthenge
0.4972.11816.58077,Embu,Mbeere North,Nthawa,Kanthenge 
0.4972.11816.58086,Embu,Mbeere North,Nthawa,Kanyariri
0.4972.11816.58089,Embu,Mbeere North,Nthawa,Kathitu
0.4972.11816.58102,Embu,Mbeere North,Nthawa,Kianamu
0.4972.11816.58101,Embu,Mbeere North,Nthawa,Kianthawa
0.4972.11816.58096,Embu,Mbeere North,Nthawa,Kwandu Ambogo
0.4972.11816.58084,Embu,Mbeere North,Nthawa,Lower Mwondu 
0.4972.11816.58094,Embu,Mbeere North,Nthawa,Makunguru
0.4972.11816.58092,Embu,Mbeere North,Nthawa,Mathai 
0.4972.11816.58097,Embu,Mbeere North,Nthawa,Mbingori
0.4972.11816.58082,Embu,Mbeere North,Nthawa,Muthanu 
0.4972.11816.58081,Embu,Mbeere North,Nthawa,Ndaiyu
0.4972.11816.58090,Embu,Mbeere North,Nthawa,Riandu Central 
0.4972.11816.58098,Embu,Mbeere North,Nthawa,Siakago 
0.4972.11816.58085,Embu,Mbeere North,Nthawa,Upper Mwondu 
0.4972.11816.58093,Embu,Mbeere North,Nthawa,Witwa
0.4972.11816.18596,Embu,Mbeere North,Nthawa,Unassigned
0.4972.11816.54143,Embu,Mbeere North,Ward Unassigned,Unassigned
0.4972.11808.58107,Embu,Mbeere South,Kiambere,Gichunguri
0.4972.11808.58105,Embu,Mbeere South,Kiambere,Kathari
0.4972.11808.58106,Embu,Mbeere South,Kiambere,Kingunguru
0.4972.11808.58104,Embu,Mbeere South,Kiambere,Mutuovare
0.4972.11808.17714,Embu,Mbeere South,Kiambere,Unassigned
0.4972.11808.17715,Embu,Mbeere South,Makima,Unassigned
0.4972.11808.56521,Embu,Mbeere South,Mavuria,Gitumbiri
0.4972.11808.56479,Embu,Mbeere South,Mavuria,Karia
0.4972.11808.56478,Embu,Mbeere South,Mavuria,Kavodori A
0.4972.11808.56525,Embu,Mbeere South,Mavuria,Kavondori B
0.4972.11808.17717,Embu,Mbeere South,Mavuria,Nguru A
0.4972.11808.56526,Embu,Mbeere South,Mavuria,Nguru A
0.4972.11808.56523,Embu,Mbeere South,Mavuria,Njuriri A
0.4972.11808.56524,Embu,Mbeere South,Mavuria,Njuriri B
0.4972.11808.56522,Embu,Mbeere South,Mavuria,Yungori
0.4972.11808.56910,Embu,Mbeere South,Mbeti South,Ithereru A
0.4972.11808.56911,Embu,Mbeere South,Mbeti South,Ithereru B
0.4972.11808.56888,Embu,Mbeere South,Mbeti South,Kamunyange A
0.4972.11808.56889,Embu,Mbeere South,Mbeti South,Kamunyange B
0.4972.11808.56882,Embu,Mbeere South,Mbeti South,Kamwimbi A
0.4972.11808.56883,Embu,Mbeere South,Mbeti South,Kamwimbi B
0.4972.11808.56886,Embu,Mbeere South,Mbeti South,Kandongu A
0.4972.11808.56887,Embu,Mbeere South,Mbeti South,Kandongu B
0.4972.11808.58270,Embu,Mbeere South,Mbeti South,Kangeta
0.4972.11808.56907,Embu,Mbeere South,Mbeti South,Katheruri A
0.4972.11808.56908,Embu,Mbeere South,Mbeti South,Katheruri A
0.4972.11808.56909,Embu,Mbeere South,Mbeti South,Katheruri B
0.4972.11808.56892,Embu,Mbeere South,Mbeti South,Kaweru A
0.4972.11808.56893,Embu,Mbeere South,Mbeti South,Kaweru B
0.4972.11808.56896,Embu,Mbeere South,Mbeti South,Kiametho A
0.4972.11808.56897,Embu,Mbeere South,Mbeti South,Kiametho B
0.4972.11808.56880,Embu,Mbeere South,Mbeti South,Kianguta  A
0.4972.11808.56881,Embu,Mbeere South,Mbeti South,Kianguta B
0.4972.11808.56915,Embu,Mbeere South,Mbeti South,Kinyaga A
0.4972.11808.56916,Embu,Mbeere South,Mbeti South,Kinyaga B
0.4972.11808.56898,Embu,Mbeere South,Mbeti South,Kirima A
0.4972.11808.56895,Embu,Mbeere South,Mbeti South,Kirima B
0.4972.11808.56917,Embu,Mbeere South,Mbeti South,Mathigameru A
0.4972.11808.56918,Embu,Mbeere South,Mbeti South,Mathigameru B
0.4972.11808.56884,Embu,Mbeere South,Mbeti South,Munyori A
0.4972.11808.56885,Embu,Mbeere South,Mbeti South,Munyori B
0.4972.11808.56904,Embu,Mbeere South,Mbeti South,Ngarira A
0.4972.11808.56905,Embu,Mbeere South,Mbeti South,Ngarira B
0.4972.11808.56890,Embu,Mbeere South,Mbeti South,Ngigeri A
0.4972.11808.56891,Embu,Mbeere South,Mbeti South,Ngigeri B
0.4972.11808.56906,Embu,Mbeere South,Mbeti South,Ngimari
0.4972.11808.56901,Embu,Mbeere South,Mbeti South,Nyuari  B
0.4972.11808.56900,Embu,Mbeere South,Mbeti South,Nyuari A
0.4972.11808.56902,Embu,Mbeere South,Mbeti South,Rwakarigi A
0.4972.11808.56903,Embu,Mbeere South,Mbeti South,Rwakarigi B
0.4972.11808.56913,Embu,Mbeere South,Mbeti South,Rwakarigi C
0.4972.11808.17706,Embu,Mbeere South,Mbeti South,Unassigned
0.4972.11808.17708,Embu,Mbeere South,Mwea,Unassigned
0.4972.11808.54110,Embu,Mbeere South,Ward Unassigned,Unassigned
0.4972.11801.58115,Embu,Runyenjes,Central,Gacagori
0.4972.11801.57885,Embu,Runyenjes,Central,Gaciari A
0.4972.11801.57886,Embu,Runyenjes,Central,Gaciari B
0.4972.11801.57888,Embu,Runyenjes,Central,Gatitu
0.4972.11801.58116,Embu,Runyenjes,Central,Gaturiri
0.4972.11801.58181,Embu,Runyenjes,Central,Gicaki
0.4972.11801.58132,Embu,Runyenjes,Central,Gichagi
0.4972.11801.58360,Embu,Runyenjes,Central,Gichiche
0.4972.11801.57889,Embu,Runyenjes,Central,Gikuuri
0.4972.11801.57894,Embu,Runyenjes,Central,Gitare
0.4972.11801.57890,Embu,Runyenjes,Central,Iriari
0.4972.11801.58129,Embu,Runyenjes,Central,Ivari
0.4972.11801.58359,Embu,Runyenjes,Central,Kagongo Gaceke
0.4972.11801.58358,Embu,Runyenjes,Central,Kagumori
0.4972.11801.58182,Embu,Runyenjes,Central,Kamisa
0.4972.11801.57879,Embu,Runyenjes,Central,Kamitaa
0.4972.11801.58120,Embu,Runyenjes,Central,Kangondu
0.4972.11801.58121,Embu,Runyenjes,Central,Karigori A
0.4972.11801.58122,Embu,Runyenjes,Central,Karigori B
0.4972.11801.57892,Embu,Runyenjes,Central,Karuriri
0.4972.11801.58118,Embu,Runyenjes,Central,Karutiri
0.4972.11801.58175,Embu,Runyenjes,Central,Kathera
0.4972.11801.56876,Embu,Runyenjes,Central,Kathuriri
0.4972.11801.58361,Embu,Runyenjes,Central,Kiangucu
0.4972.11801.58117,Embu,Runyenjes,Central,Kianjiru
0.4972.11801.58114,Embu,Runyenjes,Central,Kianjogu
0.4972.11801.57882,Embu,Runyenjes,Central,Kigaa
0.4972.11801.57883,Embu,Runyenjes,Central,Kigagari
0.4972.11801.57893,Embu,Runyenjes,Central,Kimbu
0.4972.11801.58109,Embu,Runyenjes,Central,Kimbugua
0.4972.11801.58126,Embu,Runyenjes,Central,Kimuri
0.4972.11801.58179,Embu,Runyenjes,Central,Kimuri
0.4972.11801.58178,Embu,Runyenjes,Central,Kirigi
0.4972.11801.58112,Embu,Runyenjes,Central,Kirima
