path_id,County,Subcounty,Ward,Village
0.3297.11574.55424,Kakamega,Lugari,Lugari,Lugari
0.3297.11574.55426,Kakamega,Lugari,Lugari,Manyonyi
0.3297.11574.55425,Kakamega,Lugari,Lugari,Marakusi
0.3297.11574.18854,Kakamega,Lugari,Lugari,Unassigned
0.3297.11574.18855,Kakamega,Lugari,Lumakanda,Unassigned
0.3297.11574.55422,Kakamega,Lugari,Mautuma,Central Scheme
0.3297.11574.55421,Kakamega,Lugari,Mautuma,Mbagara
0.3297.11574.55423,Kakamega,Lugari,Mautuma,Mukuyu
0.3297.11574.18852,Kakamega,Lugari,Mautuma,Unassigned
0.3297.11574.54119,Kakamega,Lugari,Ward Unassigned,Unassigned
0.3297.11581.55800,Kakamega,Lurambi,Butsotso East,Emurumba
0.3297.11581.55799,Kakamega,Lurambi,Butsotso East,Eshirakalu
0.3297.11581.55798,Kakamega,Lurambi,Butsotso East,Indangalasia
0.3297.11581.18064,Kakamega,Lurambi,Butsotso East,Unassigned
0.3297.11581.55812,Kakamega,Lurambi,Central Butsotso,Eshibuli
0.3297.11581.55814,Kakamega,Lurambi,Central Butsotso,Eshisiru
0.3297.11581.55813,Kakamega,Lurambi,Central Butsotso,Eshiyunzu
0.3297.11581.18066,Kakamega,Lurambi,Central Butsotso,Unassigned
0.3297.11581.18072,Kakamega,Lurambi,Mahiakalo,Unassigned
0.3297.11581.55801,Kakamega,Lurambi,Shieywe,Kakamega Township
0.3297.11581.55803,Kakamega,Lurambi,Shieywe,Maraba
0.3297.11581.55804,Kakamega,Lurambi,Shieywe,Shibirira
0.3297.11581.55802,Kakamega,Lurambi,Shieywe,Sichirayi
0.3297.11581.18073,Kakamega,Lurambi,Shieywe,Unassigned
0.3297.11581.55810,Kakamega,Lurambi,Shirere,Bukhulunya
0.3297.11581.55811,Kakamega,Lurambi,Shirere,Matende
0.3297.11581.55809,Kakamega,Lurambi,Shirere,Musaa
0.3297.11581.18069,Kakamega,Lurambi,Shirere,Unassigned
0.3297.11581.55816,Kakamega,Lurambi,South Butsotso,Bukura
0.3297.11581.55815,Kakamega,Lurambi,South Butsotso,Matioli
0.3297.11581.18071,Kakamega,Lurambi,South Butsotso,Unassigned
0.3297.11581.54011,Kakamega,Lurambi,Ward Unassigned,Unassigned
0.3297.11588.55593,Kakamega,Malava,Butali/chegulo,Chegulo
0.3297.11588.55595,Kakamega,Malava,Butali/chegulo,Matioli
0.3297.11588.55594,Kakamega,Malava,Butali/chegulo,Matsakha
0.3297.11588.18696,Kakamega,Malava,Butali/chegulo,Unassigned
0.3297.11588.55596,Kakamega,Malava,Chemuche,Kimangeti
0.3297.11588.55597,Kakamega,Malava,Chemuche,Mukhonje
0.3297.11588.55598,Kakamega,Malava,Chemuche,Shitirira
0.3297.11588.18700,Kakamega,Malava,Chemuche,Unassigned
0.3297.11588.55599,Kakamega,Malava,East Kabras,Ikoli
0.3297.11588.55600,Kakamega,Malava,East Kabras,Lwanda
0.3297.11588.55601,Kakamega,Malava,East Kabras,Mukangu
0.3297.11588.18702,Kakamega,Malava,East Kabras,Unassigned
0.3297.11588.55603,Kakamega,Malava,Manda/shivanga,Febuye
0.3297.11588.55602,Kakamega,Malava,Manda/shivanga,Shivanga
0.3297.11588.55605,Kakamega,Malava,Manda/shivanga,Silungai
0.3297.11588.55604,Kakamega,Malava,Manda/shivanga,Tombo
0.3297.11588.18697,Kakamega,Malava,Manda/shivanga,Unassigned
0.3297.11588.18698,Kakamega,Malava,Shirugu/mugai,Unassigned
0.3297.11588.55610,Kakamega,Malava,South Kabras,Chevoso
0.3297.11588.55606,Kakamega,Malava,South Kabras,Mwera
0.3297.11588.55607,Kakamega,Malava,South Kabras,Shamberere
0.3297.11588.55611,Kakamega,Malava,South Kabras,Shanda
0.3297.11588.18708,Kakamega,Malava,South Kabras,Unassigned
0.3297.11588.55612,Kakamega,Malava,West Kabras,Burundi
0.3297.11588.55614,Kakamega,Malava,West Kabras,Lukume
0.3297.11588.55615,Kakamega,Malava,West Kabras,Shikutse
0.3297.11588.18711,Kakamega,Malava,West Kabras,Unassigned
0.3297.11588.54047,Kakamega,Malava,Ward Unassigned,Unassigned
0.3297.11596.55885,Kakamega,Matungu,Khalaba,Khwirale
0.3297.11596.55884,Kakamega,Matungu,Khalaba,Musamba
0.3297.11596.17954,Kakamega,Matungu,Khalaba,Unassigned
0.3297.11596.55887,Kakamega,Matungu,Kholera,Bulimbo
0.3297.11596.55888,Kakamega,Matungu,Kholera,Namulungu
0.3297.11596.55886,Kakamega,Matungu,Kholera,Wananchi
0.3297.11596.17956,Kakamega,Matungu,Kholera,Unassigned
0.3297.11596.55891,Kakamega,Matungu,Koyonzo,Ejinja
0.3297.11596.55892,Kakamega,Matungu,Koyonzo,Indangalasia
0.3297.11596.55889,Kakamega,Matungu,Koyonzo,Koyonzo Central
0.3297.11596.55890,Kakamega,Matungu,Koyonzo,Nanyeni
0.3297.11596.17952,Kakamega,Matungu,Koyonzo,Unassigned
0.3297.11596.55897,Kakamega,Matungu,Mayoni,Emanani
0.3297.11596.55898,Kakamega,Matungu,Mayoni,Makale
0.3297.11596.55899,Kakamega,Matungu,Mayoni,Marinda
0.3297.11596.17953,Kakamega,Matungu,Mayoni,Unassigned
0.3297.11596.55894,Kakamega,Matungu,Namamali,Lunganyiro
0.3297.11596.55895,Kakamega,Matungu,Namamali,Mirere
0.3297.11596.55896,Kakamega,Matungu,Namamali,Munami
0.3297.11596.55893,Kakamega,Matungu,Namamali,Namamali Central
0.3297.11596.17964,Kakamega,Matungu,Namamali,Unassigned
0.3297.11596.53933,Kakamega,Matungu,Ward Unassigned,Unassigned
0.3297.11570.55878,Kakamega,Mumias East,East Wanga,Khaunga
0.3297.11570.55879,Kakamega,Mumias East,East Wanga,Shianda
0.3297.11570.55880,Kakamega,Mumias East,East Wanga,Shikulu
0.3297.11570.18603,Kakamega,Mumias East,East Wanga,Unassigned
0.3297.11570.55883,Kakamega,Mumias East,Lusheya/lubinu,Emakhwale
0.3297.11570.55882,Kakamega,Mumias East,Lusheya/lubinu,Lubinu
0.3297.11570.55881,Kakamega,Mumias East,Lusheya/lubinu,Lusheya
0.3297.11570.18601,Kakamega,Mumias East,Lusheya/lubinu,Unassigned
0.3297.11570.55873,Kakamega,Mumias East,Malaha/isongo/makunga,Isongo
0.3297.11570.55874,Kakamega,Mumias East,Malaha/isongo/makunga,Khaimba
0.3297.11570.55876,Kakamega,Mumias East,Malaha/isongo/makunga,Makunga
0.3297.11570.55872,Kakamega,Mumias East,Malaha/isongo/makunga,Malaha
0.3297.11570.18602,Kakamega,Mumias East,Malaha/isongo/makunga,Unassigned
0.3297.11570.53978,Kakamega,Mumias East,Ward Unassigned,Unassigned
0.3297.11565.55864,Kakamega,Mumias West,Etenje,Buchifi
0.3297.11565.55863,Kakamega,Mumias West,Etenje,Bukaya
0.3297.11565.55865,Kakamega,Mumias West,Etenje,Masinjira
0.3297.11565.17447,Kakamega,Mumias West,Etenje,Unassigned
0.3297.11565.55867,Kakamega,Mumias West,Mumias Central,Eshitukhumi/shibale
0.3297.11565.55869,Kakamega,Mumias West,Mumias Central,Lureko
0.3297.11565.55868,Kakamega,Mumias West,Mumias Central,Matawa
0.3297.11565.55866,Kakamega,Mumias West,Mumias Central,Mumias Township
0.3297.11565.17600,Kakamega,Mumias West,Mumias Central,Unassigned
0.3297.11565.55871,Kakamega,Mumias West,Mumias North,Bumanyi
0.3297.11565.55870,Kakamega,Mumias West,Mumias North,Lukoye
0.3297.11565.17598,Kakamega,Mumias West,Mumias North,Unassigned
0.3297.11565.55860,Kakamega,Mumias West,Musanda,Bungasi Central
0.3297.11565.55861,Kakamega,Mumias West,Musanda,Eshihaka Central
0.3297.11565.55862,Kakamega,Mumias West,Musanda,Eshikalame
0.3297.11565.55859,Kakamega,Mumias West,Musanda,Musanda Central
0.3297.11565.17596,Kakamega,Mumias West,Musanda,Unassigned
0.3297.11565.54040,Kakamega,Mumias West,Ward Unassigned,Unassigned
0.3297.11557.55618,Kakamega,Navakholo,Bunyala Central,Buchangu
0.3297.11557.55616,Kakamega,Navakholo,Bunyala Central,Nambacha
0.3297.11557.55617,Kakamega,Navakholo,Bunyala Central,Sirigoi
0.3297.11557.18322,Kakamega,Navakholo,Bunyala Central,Unassigned
0.3297.11557.55619,Kakamega,Navakholo,Bunyala East,Chekata
0.3297.11557.55620,Kakamega,Navakholo,Bunyala East,Lutaso
0.3297.11557.18321,Kakamega,Navakholo,Bunyala East,Unassigned
0.3297.11557.55621,Kakamega,Navakholo,Bunyala West,Budonga
0.3297.11557.55624,Kakamega,Navakholo,Bunyala West,Kochwa
0.3297.11557.55622,Kakamega,Navakholo,Bunyala West,Lusumu
0.3297.11557.55623,Kakamega,Navakholo,Bunyala West,Sidikho
0.3297.11557.18319,Kakamega,Navakholo,Bunyala West,Unassigned
0.3297.11557.55625,Kakamega,Navakholo,Ingotse-matiha,Ingotse
0.3297.11557.55626,Kakamega,Navakholo,Ingotse-matiha,Matiha
0.3297.11557.18317,Kakamega,Navakholo,Ingotse-matiha,Unassigned
0.3297.11557.55627,Kakamega,Navakholo,Shinoyi-shikomari-esumeiya,Esumeyia
0.3297.11557.55629,Kakamega,Navakholo,Shinoyi-shikomari-esumeiya,Shikomari
0.3297.11557.55628,Kakamega,Navakholo,Shinoyi-shikomari-esumeiya,Shinoyi
0.3297.11557.18328,Kakamega,Navakholo,Shinoyi-shikomari-esumeiya,Unassigned
0.3297.11557.53929,Kakamega,Navakholo,Ward Unassigned,Unassigned
0.3297.11550.55821,Kakamega,Shinyalu,Isukha Central,Mukango
0.3297.11550.55823,Kakamega,Shinyalu,Isukha Central,Shiasaba
0.3297.11550.55822,Kakamega,Shinyalu,Isukha Central,Shingodo
0.3297.11550.55820,Kakamega,Shinyalu,Isukha Central,Virhembe
0.3297.11550.17514,Kakamega,Shinyalu,Isukha Central,Unassigned
0.3297.11550.55826,Kakamega,Shinyalu,Isukha East,Ikuywa
0.3297.11550.55825,Kakamega,Shinyalu,Isukha East,Lukusi
0.3297.11550.55824,Kakamega,Shinyalu,Isukha East,Lunyu
0.3297.11550.17512,Kakamega,Shinyalu,Isukha East,Unassigned
0.3297.11550.55829,Kakamega,Shinyalu,Isukha North,Bulovi
0.3297.11550.55828,Kakamega,Shinyalu,Isukha North,Ivakale
0.3297.11550.55827,Kakamega,Shinyalu,Isukha North,Lubao
0.3297.11550.17510,Kakamega,Shinyalu,Isukha North,Unassigned
0.3297.11550.17517,Kakamega,Shinyalu,Isukha South,Unassigned
0.3297.11550.17516,Kakamega,Shinyalu,Isukha West,Unassigned
0.3297.11550.55817,Kakamega,Shinyalu,Murhanda,Mukulusu
0.3297.11550.55819,Kakamega,Shinyalu,Murhanda,Shisembe
0.3297.11550.55818,Kakamega,Shinyalu,Murhanda,Shiswa
0.3297.11550.17515,Kakamega,Shinyalu,Murhanda,Unassigned
0.3297.11550.53956,Kakamega,Shinyalu,Ward Unassigned,Unassigned
0.3297.11563.17988,Kakamega,Subcounty Unassigned,Ward Unassigned,Unassigned
0.1811.11320.18777,Kericho,Buret,Cheboin,Unassigned
0.1811.11320.18787,Kericho,Buret,Chemosot,Unassigned
0.1811.11320.18798,Kericho,Buret,Cheplanget,Unassigned
0.1811.11320.18807,Kericho,Buret,Kapkatet,Unassigned
0.1811.11320.18810,Kericho,Buret,Kisiara,Unassigned
0.1811.11320.18811,Kericho,Buret,Litein,Unassigned
0.1811.11320.18813,Kericho,Buret,Tebesonik,Unassigned
0.1811.11320.54054,Kericho,Buret,Ward Unassigned,Unassigned
0.1811.11328.17381,Kericho,Kericho East,Ainamoi,Unassigned
0.1811.11328.17382,Kericho,Kericho East,Kapkugerwet,Unassigned
0.1811.11328.17389,Kericho,Kericho East,Kapsaos,Unassigned
0.1811.11328.17398,Kericho,Kericho East,Kapsoit,Unassigned
0.1811.11328.17399,Kericho,Kericho East,Kapsuser,Unassigned
0.1811.11328.17400,Kericho,Kericho East,Kipchebor,Unassigned
0.1811.11328.17401,Kericho,Kericho East,Kipchimchim,Unassigned
0.1811.11328.54161,Kericho,Kericho East,Ward Unassigned,Unassigned
0.1811.11336.18204,Kericho,Kericho West,Chaik,Unassigned
0.1811.11336.18206,Kericho,Kericho West,Cheptororiet/seretut,Unassigned
0.1811.11336.18208,Kericho,Kericho West,Kabianga,Unassigned
0.1811.11336.18210,Kericho,Kericho West,Waldai,Unassigned
0.1811.11336.54124,Kericho,Kericho West,Ward Unassigned,Unassigned
0.1811.11341.17890,Kericho,Kipkelion East,Chepseon,Unassigned
0.1811.11341.17891,Kericho,Kipkelion East,Kedowa/kimugul,Unassigned
0.1811.11341.17901,Kericho,Kipkelion East,Londiani,Unassigned
0.1811.11341.17903,Kericho,Kipkelion East,Tendeno/sorget,Unassigned
0.1811.11341.53943,Kericho,Kipkelion East,Ward Unassigned,Unassigned
0.1811.11346.18904,Kericho,Kipkelion West,Chilchila,Unassigned
0.1811.11346.18906,Kericho,Kipkelion West,Kamasian,Unassigned
0.1811.11346.18908,Kericho,Kipkelion West,Kipkelion,Unassigned
0.1811.11346.18910,Kericho,Kipkelion West,Kunyak,Unassigned
0.1811.11346.53905,Kericho,Kipkelion West,Ward Unassigned,Unassigned
0.1811.11351.18028,Kericho,Sigowet,Kaplelartet,Unassigned
0.1811.11351.18031,Kericho,Sigowet,Sigowet,Unassigned
0.1811.11351.18033,Kericho,Sigowet,Soin,Unassigned
0.1811.11351.18034,Kericho,Sigowet,Soliat,Unassigned
0.1811.11351.54020,Kericho,Sigowet,Ward Unassigned,Unassigned
0.1811.11356.17334,Kericho,Subcounty Unassigned,Ward Unassigned,Unassigned
0.2520.11413.18815,Kiambu,Gatundu North,Chania,Unassigned
0.2520.11413.18812,Kiambu,Gatundu North,Githobokoni,Unassigned
0.2520.11413.18814,Kiambu,Gatundu North,Gituamba,Unassigned
0.2520.11413.18809,Kiambu,Gatundu North,Mangu,Unassigned
0.2520.11413.54128,Kiambu,Gatundu North,Ward Unassigned,Unassigned
0.2520.11408.17905,Kiambu,Gatundu South,Kiamwangi,Unassigned
0.2520.11408.17906,Kiambu,Gatundu South,Kiganjo,Unassigned
0.2520.11408.17902,Kiambu,Gatundu South,Ndarugu,Unassigned
0.2520.11408.17904,Kiambu,Gatundu South,Ngenda,Unassigned
0.2520.11408.53949,Kiambu,Gatundu South,Ward Unassigned,Unassigned
0.2520.11390.18911,Kiambu,Githunguri,Githiga,Unassigned
0.2520.11390.18907,Kiambu,Githunguri,Githunguri,Unassigned
0.2520.11390.18909,Kiambu,Githunguri,Ikinu,Unassigned
0.2520.11390.18903,Kiambu,Githunguri,Komothai,Unassigned
0.2520.11390.18905,Kiambu,Githunguri,Ngewa,Unassigned
0.2520.11390.53908,Kiambu,Githunguri,Ward Unassigned,Unassigned
0.2520.11384.18030,Kiambu,Juja,Juja,Unassigned
0.2520.11384.18032,Kiambu,Juja,Kalimoni,Unassigned
0.2520.11384.18024,Kiambu,Juja,Murera,Unassigned
0.2520.11384.18027,Kiambu,Juja,Theta,Unassigned
0.2520.11384.18018,Kiambu,Juja,Witeithie,Unassigned
0.2520.11384.54024,Kiambu,Juja,Ward Unassigned,Unassigned
0.2520.11402.18577,Kiambu,Kabete,Gitaru,Unassigned
0.2520.11402.18575,Kiambu,Kabete,Kabete,Unassigned
0.2520.11402.18576,Kiambu,Kabete,Muguga,Unassigned
0.2520.11402.18573,Kiambu,Kabete,Nyathuna,Unassigned
0.2520.11402.18574,Kiambu,Kabete,Uthiru,Unassigned
0.2520.11402.53985,Kiambu,Kabete,Ward Unassigned,Unassigned
0.2520.11396.17681,Kiambu,Kiambaa,Cianda,Unassigned
0.2520.11396.17682,Kiambu,Kiambaa,Karuri,Unassigned
0.2520.11396.17679,Kiambu,Kiambaa,Kihara,Unassigned
0.2520.11396.17680,Kiambu,Kiambaa,Muchatha,Unassigned
0.2520.11396.17676,Kiambu,Kiambaa,Nenderu,Unassigned
0.2520.11396.54093,Kiambu,Kiambaa,Ward Unassigned,Unassigned
0.2520.11447.18656,Kiambu,Kiambu Town,Ndumberi,Unassigned
0.2520.11447.18654,Kiambu,Kiambu Town,Riabai,Unassigned
0.2520.11447.18655,Kiambu,Kiambu Town,Tinganga,Unassigned
0.2520.11447.18652,Kiambu,Kiambu Town,Township,Unassigned
0.2520.11447.54056,Kiambu,Kiambu Town,Ward Unassigned,Unassigned
0.2520.11441.17788,Kiambu,Kikuyu,Karai,Unassigned
0.2520.11441.17789,Kiambu,Kikuyu,Kikuyu,Unassigned
0.2520.11441.17784,Kiambu,Kikuyu,Kinoo,Unassigned
0.2520.11441.17786,Kiambu,Kikuyu,Nachu,Unassigned
0.2520.11441.17783,Kiambu,Kikuyu,Sigona,Unassigned
0.2520.11441.54164,Kiambu,Kikuyu,Ward Unassigned,Unassigned
0.2520.11452.18370,Kiambu,Lari,Kamburu,Unassigned
0.2520.11452.18366,Kiambu,Lari,Kijabe,Unassigned
0.2520.11452.18367,Kiambu,Lari,Kinale,Unassigned
0.2520.11452.18364,Kiambu,Lari,Lari/kirenga,Unassigned
0.2520.11452.18365,Kiambu,Lari,Nyanduma,Unassigned
0.2520.11452.54125,Kiambu,Lari,Ward Unassigned,Unassigned
0.2520.11426.17202,Kiambu,Limuru,Bibirioni,Unassigned
0.2520.11426.17201,Kiambu,Limuru,Limuru Central,Unassigned
0.2520.11426.17198,Kiambu,Limuru,Limuru East,Unassigned
0.2520.11426.17197,Kiambu,Limuru,Ndeiya,Unassigned
0.2520.11426.17196,Kiambu,Limuru,Ngecha/tigoni,Unassigned
0.2520.11426.54079,Kiambu,Limuru,Ward Unassigned,Unassigned
0.2520.11432.18255,Kiambu,Ruiru,Biashara,Unassigned
0.2520.11432.18254,Kiambu,Ruiru,Gatongora,Unassigned
0.2520.11432.18253,Kiambu,Ruiru,Gitothua,Unassigned
0.2520.11432.18252,Kiambu,Ruiru,Kahawa Sukari,Unassigned
0.2520.11432.18251,Kiambu,Ruiru,Kahawa Wendani,Unassigned
0.2520.11432.18250,Kiambu,Ruiru,Kiuu,Unassigned
0.2520.11432.18248,Kiambu,Ruiru,Mwihoko,Unassigned
0.2520.11432.18247,Kiambu,Ruiru,Mwiki,Unassigned
0.2520.11432.54187,Kiambu,Ruiru,Ward Unassigned,Unassigned
0.2520.11418.17325,Kiambu,Thika Town,Gatuanyaga,Unassigned
0.2520.11418.17324,Kiambu,Thika Town,Hospital,Unassigned
0.2520.11418.17323,Kiambu,Thika Town,Kamenu,Unassigned
0.2520.11418.17322,Kiambu,Thika Town,Ngoliba,Unassigned
0.2520.11418.17320,Kiambu,Thika Town,Township,Unassigned
0.2520.11418.54150,Kiambu,Thika Town,Ward Unassigned,Unassigned
0.2520.11424.18592,Kiambu,Subcounty Unassigned,Ward Unassigned,Unassigned
0.1145.11186.18922,Kilifi,Ganze,Bamba,Unassigned
0.1145.11186.18923,Kilifi,Ganze,Ganze,Unassigned
0.1145.11186.18924,Kilifi,Ganze,Jaribuni,Unassigned
0.1145.11186.18925,Kilifi,Ganze,Sokoke,Unassigned
0.1145.11201.18048,Kilifi,Kaloleni,Kaloleni,Unassigned
0.1145.11201.18049,Kilifi,Kaloleni,Kayafungo,Unassigned
0.1145.11201.18050,Kilifi,Kaloleni,Mariakani,Unassigned
0.1145.11201.18042,Kilifi,Kaloleni,Mwanamwinga,Unassigned
0.1145.11201.54032,Kilifi,Kaloleni,Ward Unassigned,Unassigned
0.1145.11193.17694,Kilifi,Kilifi North,Dabaso,Unassigned
0.1145.11193.17690,Kilifi,Kilifi North,Kibarani,Unassigned
0.1145.11193.17691,Kilifi,Kilifi North,Matsangoni,Unassigned
0.1145.11193.17692,Kilifi,Kilifi North,Mnarani,Unassigned
0.1145.11193.17693,Kilifi,Kilifi North,Sokoni,Unassigned
0.1145.11193.17685,Kilifi,Kilifi North,Tezo,Unassigned
0.1145.11193.17687,Kilifi,Kilifi North,Watamu,Unassigned
0.1145.11193.53992,Kilifi,Kilifi North,Ward Unassigned,Unassigned
0.1145.11213.18586,Kilifi,Kilifi South,Chasimba,Chigonjoni
0.1145.11213.18662,Kilifi,Kilifi South,Junju,Unassigned
0.1145.11213.18663,Kilifi,Kilifi South,Mtepeni,Unassigned
0.1145.11213.18664,Kilifi,Kilifi South,Mwarakaya,Unassigned
0.1145.11213.18666,Kilifi,Kilifi South,Shimo La Tewa,Unassigned
0.1145.11206.17804,Kilifi,Magarini,Adu,Unassigned
0.1145.11206.17805,Kilifi,Magarini,Garashi,Unassigned
0.1145.11206.17807,Kilifi,Magarini,Gongoni,Unassigned
0.1145.11206.17794,Kilifi,Magarini,Magarini,Unassigned
0.1145.11206.17796,Kilifi,Magarini,Marafa,Unassigned
0.1145.11206.17799,Kilifi,Magarini,Sabaki,Unassigned
0.1145.11206.54068,Kilifi,Magarini,Ward Unassigned,Unassigned
0.1145.11180.18382,Kilifi,Malindi,Ganda,Unassigned
0.1145.11180.18383,Kilifi,Malindi,Jilore,Unassigned
0.1145.11180.18379,Kilifi,Malindi,Kakuyuni,Unassigned
0.1145.11180.18380,Kilifi,Malindi,Malindi Town,Unassigned
0.1145.11180.18381,Kilifi,Malindi,Shella,Unassigned
0.1145.11180.54173,Kilifi,Malindi,Ward Unassigned,Unassigned
0.1145.11175.17483,Kilifi,Rabai,Kambe/ribe,Unassigned
0.1145.11175.17480,Kilifi,Rabai,Mwawesa,Unassigned
0.1145.11175.17479,Kilifi,Rabai,Rabai/kisurutini,Unassigned
0.1145.11175.17481,Kilifi,Rabai,Ruruma,Unassigned
0.1145.11175.54135,Kilifi,Rabai,Ward Unassigned,Unassigned
0.1145.11191.17959,Kilifi,Subcounty Unassigned,Ward Unassigned,Unassigned
0.1695.11266.17659,Kirinyaga,Kirinyaga Central,Inoi,Unassigned
0.1695.11266.17657,Kirinyaga,Kirinyaga Central,Kanyekini,Unassigned
0.1695.11266.17652,Kirinyaga,Kirinyaga Central,Kerugoya,Unassigned
0.1695.11266.17651,Kirinyaga,Kirinyaga Central,Mutira,Unassigned
0.1695.11266.54002,Kirinyaga,Kirinyaga Central,Ward Unassigned,Unassigned
0.1695.11260.18556,Kirinyaga,Kirinyaga East,Baragwi,Unassigned
0.1695.11260.18553,Kirinyaga,Kirinyaga East,Kabare,Unassigned
0.1695.11260.18554,Kirinyaga,Kirinyaga East,Karumandi,Unassigned
0.1695.11260.18544,Kirinyaga,Kirinyaga East,Ngariama,Unassigned
0.1695.11260.18545,Kirinyaga,Kirinyaga East,Njuki-ini,Unassigned
0.1695.11260.54112,Kirinyaga,Kirinyaga East,Ward Unassigned,Unassigned
0.1695.11280.17755,Kirinyaga,Kirinyaga North(mwea West),Kariti,Unassigned
0.1695.11280.54078,Kirinyaga,Kirinyaga North(mwea West),Ward Unassigned,Unassigned
0.1695.11271.18631,Kirinyaga,Kirinyaga South(mwea East),Gathigiriri,Unassigned
0.1695.11271.18622,Kirinyaga,Kirinyaga South(mwea East),Kangai,Unassigned
0.1695.11271.18620,Kirinyaga,Kirinyaga South(mwea East),Murinduko,Unassigned
0.1695.11271.18618,Kirinyaga,Kirinyaga South(mwea East),Mutithi,Unassigned
0.1695.11271.18617,Kirinyaga,Kirinyaga South(mwea East),Nyangati,Unassigned
0.1695.11271.18626,Kirinyaga,Kirinyaga South(mwea East),Tebere,Unassigned
0.1695.11271.18625,Kirinyaga,Kirinyaga South(mwea East),Thiba,Unassigned
0.1695.11271.18624,Kirinyaga,Kirinyaga South(mwea East),Wamumu,Unassigned
0.1695.11271.54186,Kirinyaga,Kirinyaga South(mwea East),Ward Unassigned,Unassigned
0.1695.11255.17753,Kirinyaga,Kirinyaga West,Kiine,Unassigned
0.1695.11255.17751,Kirinyaga,Kirinyaga West,Mukure,Unassigned
0.1695.11255.54144,Kirinyaga,Kirinyaga West,Ward Unassigned,Unassigned
0.1695.11258.18477,Kirinyaga,Subcounty Unassigned,Ward Unassigned,Unassigned
0.116.11029.18651,Kisii,Bobasi,Bassi Bogetaorio,Bonyansiaga
0.116.11029.60183,Kisii,Bobasi,Bassi Central,Bogichoncho Getare
0.116.11029.59904,Kisii,Bobasi,Bassi Central,Bogichoncho Mosiabano
0.116.11029.60229,Kisii,Bobasi,Bassi Central,Bomiorori
0.116.11029.59905,Kisii,Bobasi,Bassi Central,Bomorasi 1
0.116.11029.18649,Kisii,Bobasi,Bassi Central,Bomorasi 2
0.116.11029.59930,Kisii,Bobasi,Bassi Central,Bondeka 1
0.116.11029.60216,Kisii,Bobasi,Bassi Central,Bondeka 2
0.116.11029.60217,Kisii,Bobasi,Bassi Central,Bondeka 3
0.116.11029.60175,Kisii,Bobasi,Bassi Central,Bonyangande/rioma
0.116.11029.59931,Kisii,Bobasi,Bassi Central,Borangi
0.116.11029.60212,Kisii,Bobasi,Bassi Central,Ebate
0.116.11029.60236,Kisii,Bobasi,Bassi Central,Ebigogo
0.116.11029.60222,Kisii,Bobasi,Bassi Central,Ekebuse
0.116.11029.60190,Kisii,Bobasi,Bassi Central,Engoma
0.116.11029.60178,Kisii,Bobasi,Bassi Central,Engoso A
0.116.11029.60179,Kisii,Bobasi,Bassi Central,Engoso B
0.116.11029.60233,Kisii,Bobasi,Bassi Central,Engoto
0.116.11029.60205,Kisii,Bobasi,Bassi Central,Ensoko Kegochi
0.116.11029.60238,Kisii,Bobasi,Bassi Central,Ensoko Nyoera
0.116.11029.59932,Kisii,Bobasi,Bassi Central,Esamba
0.116.11029.60208,Kisii,Bobasi,Bassi Central,Esinyo
0.116.11029.60226,Kisii,Bobasi,Bassi Central,Etangi
0.116.11029.59933,Kisii,Bobasi,Bassi Central,Gesarara
0.116.11029.59934,Kisii,Bobasi,Bassi Central,Getacho
0.116.11029.59935,Kisii,Bobasi,Bassi Central,Getare Kegochi
0.116.11029.60232,Kisii,Bobasi,Bassi Central,Getare Nyoera
0.116.11029.59936,Kisii,Bobasi,Bassi Central,Getiongo Kegochi
0.116.11029.60237,Kisii,Bobasi,Bassi Central,Getiongo Nyoera
0.116.11029.59937,Kisii,Bobasi,Bassi Central,Getiro
0.116.11029.59906,Kisii,Bobasi,Bassi Central,Igoma
0.116.11029.59938,Kisii,Bobasi,Bassi Central,Ikenye
0.116.11029.59939,Kisii,Bobasi,Bassi Central,Ikobe
0.116.11029.59940,Kisii,Bobasi,Bassi Central,Inani 1
0.116.11029.59941,Kisii,Bobasi,Bassi Central,Inani 2
0.116.11029.59942,Kisii,Bobasi,Bassi Central,Iranya 1
0.116.11029.59948,Kisii,Bobasi,Bassi Central,Iranya 2
0.116.11029.59949,Kisii,Bobasi,Bassi Central,Iranya 3
0.116.11029.59950,Kisii,Bobasi,Bassi Central,Itibo 1
0.116.11029.59951,Kisii,Bobasi,Bassi Central,Itibo 2
0.116.11029.60235,Kisii,Bobasi,Bassi Central,Itongo
0.116.11029.59907,Kisii,Bobasi,Bassi Central,Itumbe 1
0.116.11029.59908,Kisii,Bobasi,Bassi Central,Itumbe 2
0.116.11029.59909,Kisii,Bobasi,Bassi Central,Itumbe 3
0.116.11029.59910,Kisii,Bobasi,Bassi Central,Itumbe 4
0.116.11029.59952,Kisii,Bobasi,Bassi Central,Kabeo 1
0.116.11029.59953,Kisii,Bobasi,Bassi Central,Kabeo 2
0.116.11029.59943,Kisii,Bobasi,Bassi Central,Kabosi 1
0.116.11029.59947,Kisii,Bobasi,Bassi Central,Kabosi 2
0.116.11029.60163,Kisii,Bobasi,Bassi Central,Kambi Nyangau
0.116.11029.60215,Kisii,Bobasi,Bassi Central,Kangemi
0.116.11029.59944,Kisii,Bobasi,Bassi Central,Kebogerero
0.116.11029.59911,Kisii,Bobasi,Bassi Central,Kebogora
